Elapsed time(s),ECG(mV),peak,foot GSR(mV),HR(bpm),marker(mV),RESP(mV)
36.387,-0.203,0,1.623,76.992,0,13.384
36.452,-0.196,0,1.622,76.992,0,13.36
36.516,-0.193,0,1.622,76.992,0,13.34
36.581,-0.19,0,1.622,76.992,0,13.31
36.645,0.295,0,1.622,76.992,0,13.338
36.71,-0.259,0,1.622,76.992,0,13.322
36.774,-0.099,0,1.621,76.992,0,13.242
36.839,0.076,0,1.619,73.993,0,13.18
36.903,0.376,0,1.618,73.993,0,13.122
36.968,-0.034,0,1.621,73.993,0,13.12
37.032,-0.214,0,1.618,73.993,0,13.17
37.097,-0.236,0,1.618,73.993,0,13.212
37.161,-0.268,0,1.618,73.993,0,13.304
37.226,-0.275,0,1.618,73.993,0,13.434
37.29,-0.27,0,1.618,73.993,0,13.594
37.355,-0.267,0,1.618,73.993,0,13.764
37.419,0.287,0,1.617,73.993,0,13.924
37.484,-0.38,0,1.616,73.993,0,14.064
37.548,-0.125,0,1.616,73.993,0,14.186
37.613,0.045,0,1.616,75.992,0,14.26
37.677,0.35,0,1.616,75.992,0,14.266
37.742,0.048,0,1.616,75.992,0,14.16
37.806,-0.143,0,1.614,75.992,0,13.984
37.871,-0.148,0,1.614,75.992,0,13.838
37.935,-0.166,0,1.616,75.992,0,13.77
38,-0.165,0,1.616,75.992,0,13.69
38.065,-0.17,0,1.616,75.992,0,13.582
38.129,-0.139,0,1.613,75.992,0,13.526
38.194,0.293,0,1.613,75.992,0,13.49
38.258,-0.139,0,1.613,75.992,0,13.496
38.323,-0.087,0,1.613,75.992,0,13.448
38.387,0.024,0,1.613,73.993,0,13.418
38.452,0.333,0,1.613,73.993,0,13.41
38.516,0.323,0,1.611,73.993,0,13.404
38.581,-0.102,0,1.612,73.993,0,13.402
38.645,-0.118,0,1.611,73.993,0,13.416
38.71,-0.127,0,1.611,73.993,0,13.332
38.774,-0.132,0,1.611,73.993,0,13.18
38.839,-0.135,0,1.611,73.993,0,13.106
38.903,-0.109,0,1.611,73.993,0,13.084
38.968,-0.063,0,1.611,73.993,0,13.072
39.032,0.216,0,1.611,73.993,0,13.068
39.097,-0.088,0,1.611,73.993,0,13.082
39.161,0.009,0,1.609,73.993,0,13.096
39.226,0.252,0,1.608,75.992,0,13.108
39.29,0.409,0,1.608,75.992,0,13.102
39.355,-0.077,0,1.608,75.992,0,13.112
39.419,-0.149,0,1.608,75.992,0,13.112
39.484,-0.167,0,1.608,75.992,0,13.09
39.548,-0.197,0,1.608,75.992,0,13.106
39.613,-0.213,0,1.608,75.992,0,13.162
39.677,-0.221,0,1.606,75.992,0,13.274
39.742,-0.213,0,1.606,75.992,0,13.43
39.806,-0.165,0,1.607,75.992,0,13.598
39.871,0.116,0,1.609,75.992,0,13.74
39.935,-0.196,0,1.613,75.992,0,13.868
40,-0.081,0,1.617,75.992,0,13.978
40.065,0.173,0,1.618,70.993,0,14.088
40.129,0.365,0,1.618,70.993,0,14.182
40.194,-0.079,0,1.622,70.993,0,14.24
40.258,-0.15,0,1.626,70.993,0,14.228
40.323,-0.165,0,1.628,70.993,0,14.13
40.387,-0.179,0,1.631,70.993,0,14.042
40.452,-0.181,0,1.633,70.993,0,13.996
40.516,-0.175,0,1.632,70.993,0,13.922
40.581,-0.16,0,1.632,70.993,0,13.842
40.645,0.46,0,1.631,70.993,0,13.782
40.71,-0.334,0,1.631,70.993,0,13.746
40.774,-0.085,0,1.631,70.993,0,13.712
40.839,0.073,0,1.633,72.993,0,13.68
40.903,0.433,0,1.633,72.993,0,13.61
40.968,0.177,0,1.636,72.993,0,13.522
41.032,-0.117,0,1.637,72.993,0,13.458
41.097,-0.109,0,1.637,72.993,0,13.352
41.161,-0.115,0,1.636,72.993,0,13.194
41.226,-0.132,0,1.636,72.993,0,13.102
41.29,-0.138,0,1.636,72.993,0,13.07
41.355,-0.142,0,1.638,72.993,0,13.034
41.419,-0.072,0,1.634,72.993,0,12.982
41.484,0.12,0,1.633,72.993,0,12.99
41.548,-0.157,0,1.633,72.993,0,13.074
41.613,-0.059,0,1.634,72.993,0,13.284
41.677,0.21,0,1.636,74.993,0,13.604
41.742,0.361,0,1.636,74.993,0,13.912
41.806,-0.107,0,1.637,74.993,0,14.124
41.871,-0.184,0,1.636,74.993,0,14.278
41.935,-0.2,0,1.636,74.993,0,14.306
42,-0.186,0,1.636,74.993,0,14.326
42.065,-0.115,0,1.634,74.993,0,14.336
42.129,-0.059,0,1.633,74.993,0,14.328
42.194,0.489,0,1.633,74.993,0,14.304
42.258,-0.231,0,1.632,74.993,0,14.122
42.323,0.012,0,1.632,74.993,0,13.954
42.387,0.141,0,1.633,74.993,0,13.802
42.452,0.507,0,1.628,74.993,0,13.648
42.516,0.342,0,1.702,74.993,0,13.568
42.581,0.022,0,1.634,74.993,0,13.64
42.645,0.038,0,1.638,74.993,0,13.648
42.71,0.032,0,1.638,74.993,0,13.404
42.774,0.005,0,1.634,74.993,0,13.224
42.839,-0.003,0,1.632,74.993,0,13.26
42.903,0.009,0,1.631,74.993,0,13.354
42.968,0.123,0,1.631,74.993,0,13.336
43.032,0.34,0,1.628,78.992,0,13.232
43.097,0.012,0,1.626,78.992,0,13.19
43.161,0.11,0,1.624,78.992,0,13.176
43.226,0.375,0,1.623,78.992,0,13.206
43.29,0.488,0,1.623,78.992,0,13.196
43.355,0.028,0,1.621,78.992,0,13.212
43.419,-0.025,0,1.621,78.992,0,13.26
43.484,-0.045,0,1.618,55.994,0,13.242
43.548,-0.071,0,1.618,55.994,0,13.164
43.613,-0.079,0,1.618,55.994,0,13.072
43.677,-0.06,0,1.618,55.994,0,13.04
43.742,-0.048,0,1.618,55.994,0,13.042
43.806,0.561,0,1.618,55.994,0,13.014
43.871,-0.189,0,1.618,55.994,0,12.992
43.935,0.03,0,1.616,55.994,0,13.03
44,0.179,0,1.616,55.994,0,13.048
44.065,0.505,0,1.613,55.994,0,12.958
44.129,0.232,0,1.613,55.994,0,12.88
44.194,-0.015,0,1.613,55.994,0,12.92
44.258,-0.014,0,1.613,55.994,0,13.006
44.323,-0.027,0,1.613,55.994,0,12.996
44.387,-0.027,0,1.611,55.994,0,12.898
44.452,-0.023,0,1.611,55.994,0,12.79
44.516,-0.012,0,1.611,55.994,0,12.724
44.581,0.011,0,1.609,55.994,0,12.72
44.645,0.592,0,1.608,55.994,0,12.754
44.71,-0.135,0,1.608,55.994,0,12.79
44.774,0.069,0,1.608,55.994,0,12.792
44.839,0.224,0,1.608,55.994,0,12.794
44.903,0.53,0,1.608,55.994,0,12.776
44.968,0.264,0,1.607,55.994,0,12.768
45.032,0.02,0,1.606,55.994,0,12.796
45.097,0.009,0,1.606,55.994,0,12.734
45.161,-0.016,0,1.606,70.993,0,12.636
45.226,-0.03,0,1.603,70.993,0,12.556
45.29,-0.031,0,1.603,70.993,0,12.522
45.355,-0.024,0,1.603,70.993,0,12.512
45.419,-0.009,0,1.603,70.993,0,12.492
45.484,0.383,0,1.603,70.993,0,12.45
45.548,-0.002,0,1.602,70.993,0,12.408
45.613,0.092,0,1.601,70.993,0,12.37
45.677,0.299,0,1.601,70.993,0,12.322
45.742,0.48,0,1.601,70.993,0,12.282
45.806,0.028,0,1.598,70.993,0,12.244
45.871,-0.07,0,1.598,72.993,0,12.222
45.935,-0.107,0,1.598,72.993,0,12.17
46,-0.139,0,1.598,72.993,0,12.146
46.065,-0.164,0,1.598,72.993,0,12.17
46.129,-0.184,0,1.598,72.993,0,12.248
46.194,-0.184,0,1.597,72.993,0,12.322
46.258,0.33,0,1.596,72.993,0,12.384
46.323,-0.304,0,1.596,72.993,0,12.424
46.387,-0.108,0,1.596,72.993,0,12.474
46.452,0.066,0,1.598,74.993,0,12.578
46.516,0.364,0,1.598,74.993,0,12.69
46.581,-0.001,0,1.599,74.993,0,12.812
46.645,-0.189,0,1.601,74.993,0,12.948
46.71,-0.222,0,1.599,74.993,0,13.064
46.774,-0.246,0,1.598,74.993,0,13.148
46.839,-0.263,0,1.598,74.993,0,13.236
46.903,-0.24,0,1.596,74.993,0,13.312
46.968,0.315,0,1.596,74.993,0,13.4
47.032,-0.386,0,1.596,74.993,0,13.482
47.097,-0.159,0,1.594,74.993,0,13.532
47.161,-0.037,0,1.594,80.992,0,13.57
47.226,0.275,0,1.594,80.992,0,13.578
47.29,0.165,0,1.594,80.992,0,13.536
47.355,-0.174,0,1.591,80.992,0,13.518
47.419,-0.191,0,1.591,80.992,0,13.546
47.484,-0.202,0,1.591,80.992,0,13.518
47.548,-0.205,0,1.59,80.992,0,13.444
47.613,-0.174,0,1.589,80.992,0,13.376
47.677,-0.121,0,1.589,80.992,0,13.35
47.742,0.158,0,1.589,80.992,0,13.364
47.806,-0.15,0,1.589,80.992,0,13.376
47.871,-0.021,0,1.589,80.992,0,13.402
47.935,0.279,0,1.589,81.992,0,13.436
48,0.423,0,1.586,81.992,0,13.404
48.065,-0.033,0,1.586,81.992,0,13.376
48.129,-0.059,0,1.586,81.992,0,13.288
48.194,-0.059,0,1.586,81.992,0,13.126
48.258,-0.079,0,1.586,81.992,0,12.95
48.323,-0.07,0,1.584,81.992,0,12.774
48.387,0.495,0,1.584,81.992,0,12.646
48.452,-0.278,0,1.584,81.992,0,12.606
48.516,-0.049,0,1.584,81.992,0,12.618
48.581,0.092,0,1.584,85.991,0,12.682
48.645,0.401,0,1.584,85.991,0,12.76
48.71,0.219,0,1.584,85.991,0,12.792
48.774,-0.101,0,1.584,85.991,0,12.828
48.839,-0.097,0,1.584,85.991,0,12.786
48.903,-0.108,0,1.584,85.991,0,12.71
48.968,-0.112,0,1.582,85.991,0,12.654
49.032,-0.085,0,1.584,85.991,0,12.604
49.097,0.428,0,1.581,85.991,0,12.578
49.161,-0.192,0,1.581,85.991,0,12.552
49.226,-0.043,0,1.579,85.991,0,12.53
49.29,0.076,0,1.579,83.992,0,12.49
49.355,0.395,0,1.579,83.992,0,12.47
49.419,0.295,0,1.579,83.992,0,12.472
49.484,-0.052,0,1.579,83.992,0,12.47
49.548,-0.048,0,1.579,83.992,0,12.454
49.613,-0.054,0,1.579,83.992,0,12.394
49.677,-0.064,0,1.579,83.992,0,12.322
49.742,-0.06,0,1.579,83.992,0,12.276
49.806,-0.03,0,1.577,83.992,0,12.226
49.871,0.083,0,1.576,83.992,0,12.2
49.935,0.249,0,1.576,83.992,0,12.186
50,-0.001,0,1.576,83.992,0,12.166
50.065,0.079,0,1.574,83.992,0,12.126
50.129,0.314,0,1.574,83.992,0,12.042
50.194,0.408,0,1.574,83.992,0,11.942
50.258,-0.041,0,1.574,83.992,0,11.884
50.323,-0.104,0,1.574,74.993,0,11.882
50.387,-0.131,0,1.574,74.993,0,11.912
50.452,-0.155,0,1.574,74.993,0,11.992
50.516,-0.164,0,1.574,74.993,0,12.116
50.581,-0.16,0,1.574,74.993,0,12.236
50.645,-0.201,0,1.574,74.993,0,12.352
50.71,0.251,0,1.574,74.993,0,12.446
50.774,-0.219,0,1.574,74.993,0,12.546
50.839,-0.093,0,1.574,74.993,0,12.652
50.903,0.122,0,1.574,75.992,0,12.784
50.968,0.342,0,1.574,75.992,0,12.926
51.032,-0.062,0,1.574,75.992,0,13.018
51.097,-0.144,0,1.572,75.992,0,13.062
51.161,-0.159,0,1.571,75.992,0,13.052
51.226,-0.168,0,1.571,75.992,0,13.02
51.29,-0.176,0,1.571,75.992,0,12.962
51.355,-0.111,0,1.571,75.992,0,12.886
51.419,-0.073,0,1.57,75.992,0,12.828
51.484,0.456,0,1.569,75.992,0,12.746
51.548,-0.128,0,1.569,75.992,0,12.688
51.613,0.055,0,1.569,75.992,0,12.61
51.677,0.221,0,1.569,75.992,0,12.298
51.742,0.527,0,1.569,75.992,0,12.012
51.806,0.114,0,1.569,75.992,0,11.822
51.871,-0.058,0,1.569,74.993,0,11.752
51.935,-0.053,0,1.569,74.993,0,11.758
52,-0.076,0,1.569,74.993,0,11.814
52.065,-0.089,0,1.566,74.993,0,11.848
52.129,-0.094,0,1.566,74.993,0,11.872
52.194,-0.064,0,1.566,74.993,0,11.89
52.258,-0.009,0,1.565,74.993,0,11.898
52.323,0.228,0,1.564,74.993,0,11.886
52.387,-0.106,0,1.564,74.993,0,11.89
52.452,-0.023,0,1.564,74.993,0,11.92
52.516,0.219,0,1.564,72.993,0,12.018
52.581,0.378,0,1.564,72.993,0,12.166
52.645,-0.101,0,1.564,72.993,0,12.292
52.71,-0.187,0,1.564,72.993,0,12.442
52.774,-0.22,0,1.564,72.993,0,12.508
52.839,-0.226,0,1.564,72.993,0,12.528
52.903,-0.226,0,1.564,72.993,0,12.69
52.968,-0.202,0,1.564,72.993,0,12.878
53.032,0.011,0,1.564,72.993,0,12.964
53.097,-0.053,0,1.562,72.993,0,12.958
53.161,-0.159,0,1.561,72.993,0,12.972
53.226,-0.03,0,1.561,77.992,0,12.972
53.29,0.241,0,1.56,77.992,0,12.954
53.355,0.273,0,1.559,77.992,0,12.896
53.419,-0.126,0,1.559,77.992,0,12.814
53.484,-0.145,0,1.559,77.992,0,12.8
53.548,-0.162,0,1.559,77.992,0,12.784
53.613,-0.173,0,1.559,77.992,0,12.746
53.677,-0.171,0,1.559,77.992,0,12.632
53.742,-0.141,0,1.559,77.992,0,12.49
53.806,-0.124,0,1.559,77.992,0,12.376
53.871,0.374,0,1.559,77.992,0,12.266
53.935,-0.14,0,1.559,77.992,0,12.156
54,0.035,0,1.559,77.992,0,12.038
54.065,0.218,0,1.556,77.992,0,11.91
54.129,0.517,0,1.559,77.992,0,11.806
54.194,0.142,0,1.556,77.992,0,11.73
54.258,-0.026,0,1.556,77.992,0,11.672
54.323,-0.095,0,1.556,73.993,0,11.594
54.387,-0.166,0,1.555,73.993,0,11.486
54.452,-0.174,0,1.554,73.993,0,11.432
54.516,-0.21,0,1.554,73.993,0,11.49
54.581,-0.225,0,1.554,73.993,0,11.632
54.645,-0.232,0,1.554,73.993,0,11.816
54.71,0.365,0,1.554,73.993,0,12.018
54.774,-0.455,0,1.552,73.993,0,12.206
54.839,-0.177,0,1.554,73.993,0,12.372
54.903,0.023,0,1.554,69.993,0,12.498
54.968,0.339,0,1.554,69.993,0,12.554
55.032,0.115,0,1.551,69.993,0,12.602
55.097,-0.225,0,1.552,69.993,0,12.628
55.161,-0.235,0,1.551,69.993,0,12.54
55.226,-0.227,0,1.549,69.993,0,12.498
55.29,-0.309,0,1.549,69.993,0,12.594
55.355,-0.29,0,1.549,69.993,0,12.76
55.419,-0.259,0,1.549,69.993,0,12.884
55.484,0.13,0,1.549,69.993,0,12.902
55.548,-0.2,0,1.549,69.993,0,12.852
55.613,-0.143,0,1.549,69.993,0,12.8
55.677,-0.044,0,1.549,74.993,0,12.74
55.742,0.264,0,1.549,74.993,0,12.662
55.806,0.251,0,1.549,74.993,0,12.54
55.871,-0.107,0,1.547,74.993,0,12.462
55.935,-0.139,0,1.546,74.993,0,12.378
56,-0.14,0,1.546,74.993,0,12.288
56.065,-0.1,0,1.546,74.993,0,12.168
56.129,-0.111,0,1.546,74.993,0,12.084
56.194,-0.134,0,1.546,74.993,0,12.03
56.258,-0.092,0,1.546,74.993,0,12
56.323,0.484,0,1.546,74.993,0,11.958
56.387,-0.262,0,1.546,74.993,0,11.93
56.452,-0.037,0,1.545,74.993,0,11.934
56.516,0.108,0,1.544,71.993,0,11.948
56.581,0.401,0,1.544,71.993,0,11.962
56.645,0.361,0,1.544,71.993,0,11.966
56.71,-0.054,0,1.544,71.993,0,11.974
56.774,1.286,0,1.544,71.993,0,11.968
56.839,3.677,0,1.544,71.993,0,11.93
56.903,-9.943,0,1.544,71.993,0,11.906
56.968,-9.943,0,1.545,71.993,0,11.906
57.032,-9.943,0,1.542,71.993,0,11.914
57.097,-9.943,0,1.547,71.993,0,11.954
57.161,-9.943,0,1.538,71.993,0,12.02
57.226,-9.943,0,1.588,71.993,0,12.12
57.29,-9.943,0,1.596,71.993,0,12.214
57.355,-9.943,0,1.595,71.993,0,12.324
57.419,-9.943,0,1.594,71.993,0,12.416
57.484,-9.943,0,1.594,71.993,0,12.472
57.548,-9.943,0,1.594,71.993,0,12.534
57.613,-9.943,0,1.594,71.993,0,12.596
57.677,-9.943,0,1.594,71.993,0,12.654
57.742,-9.943,0,1.594,71.993,0,12.718
57.806,-9.943,0,1.594,71.993,0,12.784
57.871,-9.943,0,1.594,71.993,0,12.836
57.935,-9.943,0,1.594,71.993,0,12.848
58,-9.943,0,1.594,71.993,0,12.854
58.065,-9.943,0,1.594,71.993,0,12.87
58.129,-9.943,0,1.594,71.993,0,12.898
58.194,-9.943,0,1.594,71.993,0,12.87
58.258,-9.943,0,1.594,71.993,0,12.814
58.323,-9.943,0,1.594,71.993,0,12.724
58.387,-9.943,0,1.594,71.993,0,12.628
58.452,-9.943,0,1.594,71.993,0,12.534
58.516,-9.943,0,1.594,71.993,0,12.47
58.581,-9.943,0,1.594,71.993,0,12.39
58.645,-9.943,0,1.594,71.993,0,12.32
58.71,-9.943,0,1.594,71.993,0,12.272
58.774,-9.943,0,1.594,71.993,0,12.246
58.839,-9.943,0,1.594,71.993,0,12.238
58.903,-9.891,0,1.594,71.993,0,12.212
58.968,9.891,0,1.594,71.993,0,12.174
59.032,9.941,0,1.594,71.993,0,12.132
59.097,9.941,0,1.594,71.993,0,12.082
59.161,4.996,0,1.594,71.993,0,12.02
59.226,-6.352,0,1.594,71.993,0,11.966
59.29,-9.943,0,1.594,71.993,0,11.91
59.355,-9.943,0,1.594,71.993,0,11.876
59.419,-9.943,0,1.594,71.993,0,11.848
59.484,-9.943,0,1.594,71.993,0,11.798
59.548,-9.943,0,1.592,71.993,0,11.772
59.613,-9.943,0,1.594,71.993,0,11.77
59.677,-9.943,0,1.594,71.993,0,11.766
59.742,-1.475,0,1.594,71.993,0,11.802
59.806,9.941,0,1.592,71.993,0,11.89
59.871,9.941,0,1.591,71.993,0,11.992
59.935,9.941,0,1.591,71.993,0,12.128
60,9.941,0,1.591,71.993,0,12.302
60.065,9.941,0,1.591,71.993,0,12.474
60.129,9.941,0,1.591,71.993,0,12.648
60.194,9.941,0,1.59,71.993,0,12.866
60.258,9.941,0,1.589,71.993,0,13.068
60.323,9.941,0,1.589,71.993,0,13.198
60.387,9.941,0,1.589,71.993,0,13.192
60.452,9.942,0,1.589,71.993,0,13.09
60.516,-3.084,0,1.589,71.993,0,12.978
60.581,-2.534,0,1.589,100.99,0,12.874
60.645,-9.943,0,1.589,100.99,0,12.808
60.71,-9.943,0,1.589,100.99,0,12.788
60.774,-9.943,0,1.589,100.99,0,12.776
60.839,-9.943,0,1.589,100.99,0,12.65
60.903,-9.943,0,1.589,100.99,0,12.618
60.968,1.812,0,1.589,100.99,0,12.662
61.032,4.064,0,1.586,100.99,0,12.626
61.097,9.941,0,1.586,100.99,0,12.572
61.161,9.941,0,1.586,100.99,0,12.558
61.226,-1.892,0,1.584,100.99,0,12.58
61.29,9.952,0,1.584,100.99,0,12.612
61.355,9.941,0,1.584,100.99,0,12.604
61.419,9.941,0,1.584,100.99,0,12.64
61.484,9.908,0,1.584,100.99,0,12.626
61.548,9.941,0,1.584,100.99,0,12.506
61.613,9.941,0,1.584,100.99,0,12.384
61.677,9.941,0,1.584,100.99,0,12.294
61.742,9.941,0,1.584,100.99,0,12.224
61.806,9.941,0,1.584,100.99,0,12.162
61.871,9.941,0,1.584,100.99,0,12.084
61.935,9.487,0,1.584,100.99,0,12.014
62,2.885,0,1.584,79.992,0,11.952
62.065,0.88,0,1.584,79.992,0,11.864
62.129,0.634,0,1.584,79.992,0,11.772
62.194,-9.943,0,1.584,79.992,0,11.742
62.258,-9.943,0,1.584,79.992,0,11.776
62.323,-9.943,0,1.584,79.992,0,11.816
62.387,-9.943,0,1.58,79.992,0,11.892
62.452,5.278,0,1.581,79.992,0,11.968
62.516,9.941,0,1.581,79.992,0,12.056
62.581,6.373,0,1.581,79.992,0,12.184
62.645,-9.946,0,1.58,79.992,0,12.342
62.71,-6.662,0,1.579,79.992,0,12.57
62.774,9.943,0,1.579,79.992,0,12.922
62.839,-4.98,0,1.579,79.992,0,12.994
62.903,-9.943,0,1.579,79.992,0,13.036
62.968,-9.943,0,1.579,79.992,0,13.064
63.032,-9.897,0,1.579,79.992,0,13.052
63.097,-9.721,0,1.579,79.992,0,13.066
63.161,-9.943,0,1.579,79.992,0,13.098
63.226,-9.943,0,1.579,79.992,0,13.104
63.29,-9.943,0,1.579,79.992,0,13.066
63.355,-9.943,0,1.577,79.992,0,13.016
63.419,-9.943,0,1.577,79.992,0,12.984
63.484,-9.943,0,1.577,79.992,0,12.974
63.548,-9.943,0,1.576,79.992,0,12.942
63.613,-9.943,0,1.575,79.992,0,12.89
63.677,-9.943,0,1.574,79.992,0,12.872
63.742,-9.943,0,1.574,79.992,0,12.8
63.806,-9.943,0,1.574,79.992,0,12.774
63.871,-9.943,0,1.574,79.992,0,12.784
63.935,-9.943,0,1.574,79.992,0,12.772
64,-9.943,0,1.574,79.992,0,12.748
64.065,-9.943,0,1.574,79.992,0,12.736
64.129,-9.943,0,1.574,79.992,0,12.742
64.194,-9.943,0,1.574,79.992,0,12.706
64.258,-9.943,0,1.574,79.992,0,12.65
64.323,-9.943,0,1.574,79.992,0,12.608
64.387,-9.943,0,1.571,79.992,0,12.586
64.452,-9.943,0,1.572,79.992,0,12.542
64.516,-3.61,0,1.571,79.992,0,12.518
64.581,9.941,0,1.571,79.992,0,12.492
64.645,9.941,0,1.571,79.992,0,12.498
64.71,9.941,0,1.57,79.992,0,12.514
64.774,9.941,0,1.573,79.992,0,12.514
64.839,9.941,0,1.541,79.992,0,12.524
64.903,9.941,0,1.536,79.992,0,12.552
64.968,9.941,0,1.516,79.992,0,12.56
65.032,9.941,0,1.515,79.992,0,12.562
65.097,9.941,0,1.515,79.992,0,12.51
65.161,9.941,0,1.514,79.992,0,12.474
65.226,9.941,0,1.514,79.992,0,12.434
65.29,9.941,0,1.514,79.992,0,12.408
65.355,9.941,0,1.514,79.992,0,12.396
65.419,9.941,0,1.514,79.992,0,12.42
65.484,9.941,0,1.514,79.992,0,12.438
65.548,9.941,,1.514,79.992,0,12.452
65.613,9.941,,1.514,79.992,0,12.5
65.677,9.941,,1.514,79.992,0,12.538
65.742,9.941,,1.514,79.992,0,12.49
65.806,9.941,,1.514,79.992,0,12.41
65.871,9.941,,1.514,79.992,0,12.332
65.935,9.941,,1.514,79.992,0,12.232
66,9.941,,1.514,79.992,0,12.082
66.065,9.941,,1.512,79.992,0,11.976
66.129,9.941,,1.511,79.992,0,11.896
66.194,9.941,,1.511,79.992,0,11.854
66.258,9.941,,1.511,79.992,0,11.904
66.323,9.941,,1.511,79.992,0,12.014
66.387,9.941,,1.509,79.992,0,12.152
66.452,9.941,,1.509,79.992,0,12.31
66.516,9.941,,1.509,79.992,0,12.45
66.581,9.941,,1.51,79.992,0,12.592
66.645,9.844,,1.509,79.992,0,12.746
66.71,8.993,,1.509,79.992,0,12.904
66.774,8.421,,1.509,79.992,0,13.09
66.839,7.949,,1.509,79.992,0,13.274
66.903,7.502,,1.509,79.992,0,13.432
66.968,7.115,,1.509,79.992,0,13.554
67.032,6.759,,1.508,79.992,0,13.614
67.097,6.429,,1.507,79.992,0,13.572
67.161,6.655,,1.507,79.992,0,13.392
67.226,5.667,,1.507,79.992,0,13.264
67.29,5.578,,1.507,79.992,0,13.012
67.355,5.341,,1.507,79.992,0,12.628
67.419,5.357,,1.505,79.992,0,12.308
67.484,4.643,,1.505,79.992,0,12.042
67.548,4.156,,1.507,79.992,0,11.844
67.613,3.834,,1.507,79.992,0,11.68
67.677,3.489,,1.507,79.992,0,11.478
67.742,3.206,,1.504,79.992,0,11.382
67.806,2.943,,1.504,79.992,0,11.314
67.871,2.677,,1.504,79.992,0,11.308
67.935,2.914,,1.504,32.997,0,11.336
68,2.042,,1.504,32.997,0,11.39
68.065,1.983,,1.504,32.997,0,11.43
68.129,1.927,,1.504,32.997,0,11.46
68.194,1.959,,1.503,32.997,0,11.488
68.258,1.703,,1.502,32.997,0,11.474
68.323,1.083,,1.502,32.997,0,11.412
68.387,0.787,,1.502,32.997,0,11.368
68.452,0.6,,1.502,32.997,0,11.208
68.516,0.346,,1.502,32.997,0,11.2
68.581,0.133,,1.502,32.997,0,11.09
68.645,-0.029,,1.499,32.997,0,11.052
68.71,-0.214,,1.499,32.997,0,11.106
68.774,0.191,,1.499,32.997,0,11.22
68.839,-0.763,,1.499,32.997,0,11.414
68.903,-0.715,,1.499,32.997,0,11.618
68.968,-0.698,,1.499,32.997,0,11.798
69.032,-0.519,,1.499,32.997,0,12.03
69.097,-0.927,,1.499,32.997,0,12.336
69.161,-1.287,,1.499,32.997,0,12.624
69.226,-1.382,,1.498,32.997,0,12.764
69.29,-1.467,,1.498,32.997,0,12.924
69.355,-1.579,,1.497,32.997,0,12.992
69.419,-1.653,,1.497,32.997,0,12.862
69.484,-1.112,,1.497,32.997,0,12.638
69.548,-2.032,,1.497,32.997,0,12.426
69.613,-1.917,,1.497,32.997,0,12.266
69.677,-1.898,,1.494,32.997,0,12.122
69.742,-1.639,,1.494,32.997,0,11.956
69.806,-1.853,,1.495,32.997,0,11.824
69.871,-2.34,,1.494,32.997,0,11.798
69.935,-2.356,,1.494,32.997,0,11.82
70,-2.44,,1.494,32.997,0,11.884
70.065,-2.524,,1.494,32.997,0,11.946
70.129,-2.572,,1.494,32.997,0,11.988
70.194,-2.629,,1.494,32.997,0,12.036
70.258,-2.103,,1.493,32.997,0,12.086
70.323,-2.958,,1.493,32.997,0,12.142
70.387,-2.769,,1.492,32.997,0,12.168
70.452,-2.683,,1.492,32.997,0,12.15
70.516,-2.417,,1.492,32.997,0,12.166
70.581,-2.696,,1.492,32.997,0,12.21
70.645,-3.001,,1.492,32.997,0,12.218
70.71,-3.052,,1.492,32.997,0,12.212
70.774,-3.103,,1.492,32.997,0,12.17
70.839,-3.145,,1.489,32.997,0,12.144
70.903,-3.176,,1.489,32.997,0,12.136
70.968,-3.198,,1.489,32.997,0,12.116
71.032,-3.206,,1.489,32.997,0,12.066
71.097,-3.202,,1.489,32.997,0,12.012
71.161,-2.673,,1.489,32.997,0,11.956
71.226,-3.455,,1.489,32.997,0,11.888
71.29,-3.235,,1.489,32.997,0,11.854
71.355,-3.138,,1.488,32.997,0,11.846
71.419,-2.911,,1.487,32.997,0,11.818
71.484,-3.125,,1.487,32.997,0,11.79
71.548,-3.436,,1.487,32.997,0,11.786
71.613,-3.498,,1.487,32.997,0,11.782
71.677,-3.577,,1.487,32.997,0,11.804
71.742,-3.607,,1.487,32.997,0,11.932
71.806,-3.619,,1.487,32.997,0,12.104
71.871,-3.643,,1.485,32.997,0,12.25
71.935,-3.648,,1.487,32.997,0,12.414
72,-3.146,,1.487,32.997,0,12.554
72.065,-3.82,,1.487,32.997,0,12.652
72.129,-3.631,,1.487,32.997,0,12.798
72.194,-3.504,,1.485,32.997,0,13
72.258,-3.216,,1.484,32.997,0,13.154
72.323,-3.276,,1.484,32.997,0,13.282
72.387,-3.624,,1.484,32.997,0,13.384
72.452,-3.643,,1.484,32.997,0,13.432
72.516,-3.658,,1.484,32.997,0,13.428
72.581,-3.653,,1.484,32.997,0,13.406
72.645,-3.621,,1.484,32.997,0,13.352
72.71,-3.62,,1.484,32.997,0,13.254
72.774,-3.052,,1.484,32.997,0,13.176
72.839,-3.685,,1.482,32.997,0,13.122
72.903,-3.49,,1.483,32.997,0,13.096
72.968,-3.288,,1.482,32.997,0,13.074
73.032,-2.993,,1.482,32.997,0,13.084
73.097,-3.387,,1.482,32.997,0,13.094
73.161,-3.51,,1.482,32.997,0,13.078
73.226,-3.473,,1.482,32.997,0,12.98
73.29,-3.47,,1.482,32.997,0,12.906
