Elapsed time(s),ECG(mV),foot GSR(mV),hand GSR(mV),HR(bpm),marker(mV),RESP(mV)
33.806,-0.088,18.593,7.336,62,15.57,34.59
33.871,-0.085,18.587,7.334,62,15.57,34.51
33.935,-0.082,18.581,7.333,62,15.57,34.49
34,-0.066,18.574,7.333,62,15.57,34.48
34.065,-0.005,18.568,7.333,62,15.57,34.44
34.129,-0.087,18.561,7.333,62,15.57,34.38
34.194,0.187,18.553,7.331,62,15.57,34.35
34.258,-0.048,18.544,7.331,62,15.57,34.33
34.323,-0.01,18.537,7.331,62,15.55,34.33
34.387,0.079,18.53,7.329,57,15.55,34.33
34.452,0.207,18.521,7.329,57,15.55,34.34
34.516,0.073,18.514,7.327,57,15.55,34.34
34.581,-0.038,18.506,7.326,57,15.54,34.32
34.645,-0.024,18.499,7.326,57,15.54,34.33
34.71,-0.036,18.491,7.325,57,15.54,34.25
34.774,-0.049,18.485,7.324,57,15.54,34.12
34.839,-0.052,18.479,7.324,57,15.54,34.09
34.903,-0.051,18.474,7.322,57,15.54,34.07
34.968,-0.051,18.469,7.321,57,15.54,34.06
35.032,-0.023,18.464,7.32,57,15.54,34.09
35.097,0.011,18.459,7.319,57,15.53,34.09
35.161,-0.047,18.456,7.319,57,15.53,34.08
35.226,0.2,18.453,7.317,57,15.53,34.06
35.29,-0.014,18.449,7.316,57,15.53,34.06
35.355,0.03,18.447,7.315,57,15.52,34.05
35.419,0.136,18.443,7.314,80,15.52,34.06
35.484,0.244,18.441,7.311,80,15.52,34.06
35.548,0.056,18.438,7.311,80,15.52,34.06
35.613,-0.017,18.436,7.31,80,15.52,34.05
35.677,-0.009,18.433,7.309,80,15.52,34.08
35.742,-0.023,18.431,7.307,80,15.52,33.97
35.806,-0.035,18.427,7.306,80,15.52,33.87
35.871,-0.039,18.424,7.305,80,15.52,33.86
35.935,-0.04,18.422,7.304,80,15.52,33.82
36,-0.038,18.419,7.302,80,15.52,33.83
36.065,0.023,18.416,7.301,80,15.52,33.83
36.129,-0.015,18.412,7.3,80,15.51,33.83
36.194,0.106,18.408,7.299,80,15.51,33.81
36.258,0.062,18.404,7.296,80,15.51,33.78
36.323,-0.013,18.401,7.296,80,15.49,33.78
36.387,0.039,18.397,7.294,80,15.49,33.77
36.452,0.161,18.392,7.292,80,15.49,33.8
36.516,0.189,18.387,7.291,80,15.49,33.85
36.581,-0.024,18.382,7.29,80,15.49,33.93
36.645,-0.044,18.379,7.289,80,15.49,34.02
36.71,-0.047,18.374,7.286,80,15.49,34.19
36.774,-0.067,18.368,7.285,80,15.49,34.27
36.839,-0.079,18.364,7.284,80,15.49,34.51
36.903,-0.083,18.358,7.281,80,15.49,34.79
36.968,-0.06,18.352,7.28,80,15.48,35.1
37.032,-0.033,18.347,7.279,80,15.48,35.45
37.097,-0.084,18.34,7.277,80,15.48,35.79
37.161,0.161,18.335,7.276,80,15.48,36.11
37.226,-0.073,18.33,7.274,80,15.48,36.49
37.29,-0.034,18.323,7.272,80,15.47,36.84
37.355,0.058,18.317,7.271,93,15.47,37.2
37.419,0.145,18.312,7.269,93,15.47,37.54
37.484,-0.021,18.305,7.267,93,15.47,37.91
37.548,-0.066,18.298,7.266,93,15.47,38.27
37.613,-0.06,18.292,7.265,93,15.47,38.58
37.677,-0.071,18.286,7.264,93,15.47,38.82
37.742,-0.077,18.28,7.261,93,15.47,39.05
37.806,-0.022,18.273,7.26,93,15.47,39.28
37.871,-0.055,18.266,7.257,93,15.47,39.34
37.935,0.035,18.26,7.256,93,15.47,39.35
38,0.084,18.254,7.255,93,15.47,39.25
38.065,-0.047,18.248,7.254,93,15.47,39.12
38.129,0.003,18.24,7.251,93,15.46,39.01
38.194,0.119,18.233,7.249,72,15.46,38.89
38.258,0.144,18.225,7.246,72,15.46,38.78
38.323,-0.032,18.22,7.245,72,15.46,38.67
38.387,-0.044,18.213,7.244,72,15.44,38.55
38.452,-0.043,18.205,7.243,72,15.44,38.42
38.516,-0.061,18.198,7.242,72,15.44,38.18
38.581,-0.07,18.191,7.239,72,15.44,37.99
38.645,0.009,18.184,7.237,72,15.44,37.88
38.71,-0.075,18.177,7.235,72,15.44,37.77
38.774,0.194,18.171,7.234,72,15.44,37.73
38.839,-0.049,18.162,7.232,72,15.44,37.65
38.903,-0.029,18.156,7.23,72,15.44,37.54
38.968,0.036,18.148,7.229,72,15.44,37.43
39.032,0.164,18.141,7.227,72,15.44,37.33
39.097,0.1,18.136,7.225,72,15.44,37.23
39.161,-0.049,18.128,7.224,72,15.43,37.13
39.226,-0.039,18.123,7.222,72,15.43,37.06
39.29,-0.046,18.118,7.22,72,15.43,36.89
39.355,-0.063,18.113,7.219,72,15.43,36.65
39.419,-0.066,18.108,7.217,72,15.43,36.51
39.484,-0.068,18.103,7.217,72,15.42,36.39
39.548,0.007,18.099,7.213,72,15.42,36.28
39.613,-0.071,18.096,7.212,72,15.42,36.23
39.677,0.043,18.094,7.21,72,15.42,36.13
39.742,-0.039,18.093,7.209,72,15.42,36.01
39.806,-0.031,18.09,7.208,72,15.42,35.9
39.871,0.035,18.088,7.205,72,15.42,35.78
39.935,0.167,18.088,7.204,67,15.42,35.7
40,0.122,18.088,7.203,67,15.42,35.63
40.065,-0.044,18.085,7.202,67,15.42,35.46
40.129,-0.038,18.085,7.199,67,15.42,35.45
40.194,-0.044,18.085,7.199,67,15.42,35.31
40.258,-0.062,18.085,7.197,67,15.42,35.03
40.323,-0.069,18.085,7.195,67,15.41,34.9
40.387,-0.072,18.085,7.194,67,15.41,34.74
40.452,-0.071,18.083,7.193,67,15.41,34.64
40.516,-0.068,18.083,7.192,67,15.41,34.6
40.581,-0.044,18.083,7.189,67,15.41,34.51
40.645,0.002,18.083,7.189,67,15.4,34.39
40.71,-0.072,18.083,7.187,67,15.4,34.3
40.774,0.197,18.083,7.187,67,15.4,34.23
40.839,-0.029,18.081,7.184,67,15.4,34.17
40.903,0.008,18.08,7.183,67,15.4,34.12
40.968,0.105,18.078,7.182,75,15.4,34.04
41.032,0.221,18.078,7.18,75,15.4,33.97
41.097,0.05,18.075,7.179,75,15.4,33.91
41.161,-0.036,18.074,7.177,75,15.4,33.85
41.226,-0.024,18.071,7.175,75,15.4,33.83
41.29,-0.038,18.07,7.174,75,15.4,33.66
41.355,-0.05,18.068,7.172,75,15.4,33.5
41.419,-0.055,18.065,7.172,75,15.4,33.45
41.484,-0.058,18.063,7.169,75,15.4,33.38
41.548,-0.062,18.06,7.168,75,15.4,33.37
41.613,-0.066,18.058,7.167,75,15.38,33.36
41.677,-0.053,18.055,7.167,75,15.4,33.36
41.742,-0.007,18.051,7.164,75,15.38,33.34
41.806,-0.087,18.049,7.164,75,15.38,33.35
41.871,0.186,18.046,7.162,75,15.38,33.46
41.935,-0.051,18.043,7.16,75,15.37,33.61
42,-0.016,18.039,7.159,75,15.37,33.81
42.065,0.075,18.034,7.158,72,15.37,34.05
42.129,0.201,18.03,7.157,72,15.37,34.33
42.194,0.043,18.026,7.155,72,15.37,34.61
42.258,-0.057,18.024,7.153,72,15.37,34.92
42.323,-0.044,18.019,7.152,72,15.37,35.25
42.387,-0.053,18.014,7.15,72,15.37,35.47
42.452,-0.067,18.011,7.15,72,15.37,35.69
42.516,-0.073,18.007,7.147,72,15.37,36.01
42.581,-0.076,18.002,7.146,72,15.37,36.29
42.645,-0.068,17.997,7.145,72,15.37,36.62
42.71,-0.001,17.992,7.142,72,15.37,36.88
42.774,-0.082,17.987,7.141,72,15.37,37.14
42.839,0.204,17.984,7.14,72,15.37,37.41
42.903,-0.057,17.979,7.138,72,15.37,37.61
42.968,-0.016,17.974,7.137,72,15.36,37.74
43.032,0.062,17.969,7.135,60,15.36,37.76
43.097,0.192,17.964,7.135,60,15.36,37.73
43.161,0.089,17.959,7.132,60,15.36,37.63
43.226,-0.038,17.954,7.131,60,15.36,37.54
43.29,-0.032,17.949,7.13,60,15.35,37.39
43.355,-0.043,17.944,7.128,60,15.35,37.19
43.419,-0.059,17.939,7.127,60,15.35,36.92
43.484,-0.066,17.934,7.125,60,15.35,36.74
43.548,-0.066,17.929,7.125,60,15.35,36.57
43.613,-0.066,17.924,7.122,60,15.35,36.48
43.677,-0.032,17.92,7.121,60,15.35,36.39
43.742,-0.023,17.913,7.12,60,15.35,36.24
43.806,-0.029,17.907,7.118,60,15.35,36.09
43.871,0.151,17.902,7.117,60,15.35,35.94
43.935,-0.038,17.897,7.115,60,15.35,35.83
44,0.01,17.892,7.115,60,15.35,35.69
44.065,0.124,17.887,7.112,81,15.35,35.58
44.129,0.201,17.882,7.11,81,15.35,35.47
44.194,-0.001,17.877,7.11,81,15.35,35.35
44.258,-0.047,17.872,7.107,81,15.33,35.21
44.323,-0.034,17.867,7.107,81,15.33,35.1
44.387,-0.051,17.86,7.105,81,15.33,34.84
44.452,-0.064,17.855,7.102,81,15.33,34.62
44.516,-0.066,17.852,7.102,81,15.33,34.47
44.581,-0.066,17.845,7.101,81,15.33,34.34
44.645,-0.062,17.842,7.1,81,15.32,34.29
44.71,-0.061,17.835,7.098,81,15.32,34.23
44.774,0.015,17.833,7.097,81,15.32,34.13
44.839,-0.051,17.828,7.095,81,15.32,34.03
44.903,0.191,17.823,7.093,81,15.32,33.95
44.968,-0.035,17.818,7.092,81,15.32,33.89
45.032,-0.01,17.813,7.091,81,15.32,33.84
45.097,0.058,17.808,7.09,81,15.32,33.79
45.161,0.2,17.801,7.088,81,15.32,33.73
45.226,0.177,17.799,7.085,81,15.32,33.69
45.29,-0.016,17.795,7.085,81,15.32,33.66
45.355,-0.022,17.79,7.083,55,15.32,33.63
45.419,-0.024,17.787,7.081,55,15.32,33.58
45.484,-0.039,17.783,7.08,55,15.32,33.39
45.548,-0.046,17.779,7.077,55,15.32,33.33
45.613,-0.046,17.775,7.077,55,15.32,33.3
45.677,-0.046,17.773,7.075,55,15.32,33.28
45.742,-0.045,17.77,7.073,55,15.32,33.28
45.806,-0.028,17.767,7.072,55,15.32,33.29
45.871,0.029,17.763,7.071,55,15.31,33.28
45.935,-0.053,17.76,7.07,55,15.31,33.27
46,0.215,17.758,7.069,55,15.31,33.26
46.065,-0.016,17.754,7.066,55,15.31,33.26
46.129,0.016,17.75,7.065,55,15.31,33.26
46.194,0.107,17.747,7.064,55,15.3,33.26
46.258,0.242,17.744,7.063,55,15.3,33.26
46.323,0.09,17.742,7.06,55,15.3,33.3
46.387,-0.032,17.738,7.06,55,15.3,33.36
46.452,-0.027,17.736,7.058,55,15.3,33.49
46.516,-0.042,17.732,7.056,55,15.31,33.54
46.581,-0.057,17.73,7.055,55,15.31,33.65
46.645,-0.065,17.726,7.053,55,15.3,33.84
46.71,-0.07,17.723,7.051,55,15.3,34.09
46.774,-0.072,17.72,7.05,55,15.27,34.39
46.839,-0.036,17.716,7.048,55,15.27,34.67
46.903,-0.039,17.713,7.048,55,15.26,34.94
46.968,-0.005,17.71,7.045,55,15.24,35.22
47.032,0.124,17.706,7.044,55,15.25,35.53
47.097,-0.047,17.702,7.043,55,15.24,35.84
47.161,-0.008,17.698,7.04,55,15.24,36.16
47.226,0.097,17.696,7.038,59,15.24,36.46
47.29,0.165,17.692,7.038,59,15.24,36.77
47.355,-0.02,17.688,7.035,59,15.24,37.12
47.419,-0.057,17.685,7.035,59,15.24,37.5
47.484,-0.055,17.681,7.033,59,15.24,37.8
47.548,-0.071,17.678,7.033,59,15.24,38.01
47.613,-0.077,17.675,7.03,59,15.24,38.27
47.677,-0.079,17.671,7.029,59,15.24,38.58
47.742,-0.059,17.668,7.028,59,15.24,38.79
47.806,-0.013,17.666,7.026,59,15.24,38.98
47.871,-0.082,17.661,7.025,59,15.22,39.02
47.935,0.206,17.657,7.024,59,15.22,38.99
48,-0.051,17.655,7.023,59,15.22,38.84
48.065,-0.016,17.651,7.021,59,15.22,38.71
48.129,0.075,17.648,7.019,65,15.22,38.53
48.194,0.187,17.644,7.018,65,15.22,38.36
48.258,0.026,17.641,7.016,65,15.22,38.2
48.323,-0.05,17.636,7.015,65,15.22,38.03
48.387,-0.04,17.634,7.014,65,15.22,37.86
48.452,-0.052,17.631,7.013,65,15.22,37.59
48.516,-0.06,17.628,7.01,65,15.22,37.33
48.581,-0.061,17.624,7.01,65,15.22,37.17
48.645,-0.048,17.621,7.009,65,15.22,37
48.71,0.015,17.62,7.008,65,15.22,36.9
48.774,-0.069,17.62,7.005,65,15.22,36.8
48.839,0.218,17.619,7.005,65,15.22,36.64
48.903,-0.04,17.62,7.003,65,15.22,36.49
48.968,-0.006,17.623,7.003,65,15.22,36.36
49.032,0.077,17.626,7,65,15.21,36.26
49.097,0.207,17.632,7,65,15.21,36.16
49.161,0.078,17.64,6.999,65,15.21,36.07
49.226,-0.039,17.65,6.998,65,15.21,35.97
49.29,-0.029,17.662,6.996,65,15.21,35.89
49.355,-0.04,17.676,6.996,65,15.21,35.68
49.419,-0.055,17.693,6.995,65,15.21,35.43
49.484,-0.058,17.712,6.995,65,15.21,35.29
49.548,-0.055,17.732,6.994,65,15.21,35.15
49.613,-0.052,17.753,6.995,65,15.21,35.05
49.677,0.027,17.778,6.995,65,15.21,34.97
49.742,-0.059,17.803,6.995,65,15.21,34.86
49.806,0.213,17.829,6.995,65,15.21,34.73
49.871,-0.033,17.856,6.995,65,15.2,34.62
49.935,0.003,17.885,6.995,65,15.2,34.52
50,0.08,17.913,6.995,65,15.2,34.42
50.065,0.219,17.943,6.995,65,15.2,34.35
50.129,0.151,17.973,6.996,65,15.2,34.27
50.194,-0.012,18.003,6.998,65,15.2,34.19
50.258,-0.008,18.035,6.998,61,15.2,34.14
50.323,-0.014,18.062,6.998,61,15.2,34.02
50.387,-0.032,18.092,6.998,61,15.2,33.77
50.452,-0.04,18.121,6.998,61,15.2,33.69
50.516,-0.041,18.147,7,61,15.2,33.61
50.581,-0.041,18.174,7,61,15.2,33.56
50.645,-0.003,18.2,7,61,15.2,33.54
50.71,0.004,18.225,7,61,15.2,33.51
50.774,-0.009,18.248,7.001,61,15.2,33.47
50.839,0.172,18.269,7.003,61,15.2,33.43
50.903,-0.021,18.291,7.003,61,15.2,33.41
50.968,0.02,18.311,7.003,61,15.19,33.39
51.032,0.133,18.329,7.004,60,15.19,33.38
51.097,0.215,18.347,7.005,60,15.19,33.39
51.161,0.006,18.363,7.005,60,15.19,33.45
51.226,-0.049,18.378,7.005,60,15.19,33.57
51.29,-0.049,18.392,7.005,60,15.19,33.77
51.355,-0.065,18.405,7.005,60,15.19,33.87
51.419,-0.076,18.418,7.005,60,15.19,34.07
51.484,-0.083,18.428,7.005,60,15.19,34.33
51.548,-0.078,18.438,7.005,60,15.19,34.58
51.613,-0.012,18.448,7.005,60,15.19,34.9
51.677,-0.097,18.457,7.005,60,15.19,35.17
51.742,0.18,18.464,7.005,60,15.19,35.43
51.806,-0.082,18.471,7.005,60,15.19,35.71
51.871,-0.047,18.476,7.005,60,15.19,36
51.935,0.025,18.481,7.005,64,15.19,36.31
52,0.148,18.486,7.005,64,15.18,36.59
52.065,0.052,18.489,7.005,64,15.18,36.91
52.129,-0.068,18.493,7.005,64,15.18,37.27
52.194,-0.064,18.494,7.005,64,15.18,37.57
52.258,-0.077,18.498,7.003,64,15.18,37.76
52.323,-0.09,18.498,7.004,64,15.18,37.9
52.387,-0.091,18.498,7.003,64,15.18,38.1
52.452,-0.045,18.498,7.003,64,15.18,38.19
52.516,-0.047,18.495,7.003,64,15.18,38.2
52.581,-0.026,18.493,7.003,64,15.18,38.15
52.645,0.134,18.49,7.003,64,15.18,38.02
52.71,-0.053,18.486,7.001,64,15.18,37.9
52.774,-0.002,18.484,7.001,64,15.18,37.77
52.839,0.107,18.479,7,68,15.18,37.61
52.903,0.168,18.474,7,68,15.18,37.46
52.968,-0.016,18.466,7,68,15.18,37.33
53.032,-0.044,18.461,7,68,15.18,37.18
53.097,-0.038,18.456,6.998,68,15.18,37.05
53.161,-0.054,18.449,6.998,68,15.18,36.79
53.226,-0.064,18.443,6.998,68,15.16,36.6
53.29,-0.067,18.435,6.998,68,15.16,36.46
53.355,-0.057,18.428,6.995,68,15.16,36.3
53.419,0.006,18.42,6.995,68,15.16,36.24
53.484,-0.079,18.412,6.995,68,15.16,36.13
53.548,0.208,18.404,6.994,68,15.16,36.01
53.613,-0.042,18.395,6.993,68,15.16,35.89
53.677,-0.006,18.388,6.993,68,15.16,35.77
53.742,0.077,18.378,6.991,64,15.16,35.67
53.806,0.207,18.369,6.99,64,15.16,35.58
53.871,0.083,18.361,6.99,64,15.16,35.51
53.935,-0.032,18.352,6.99,64,15.16,35.41
54,-0.021,18.343,6.988,64,15.16,35.34
54.065,-0.03,18.333,6.988,64,15.16,35.12
54.129,-0.046,18.323,6.986,64,15.16,34.86
54.194,-0.05,18.316,6.985,64,15.16,34.75
54.258,-0.048,18.306,6.985,64,15.15,34.63
54.323,-0.048,18.296,6.984,64,15.15,34.57
54.387,-0.041,18.286,6.983,64,15.15,34.51
54.452,0.031,18.278,6.983,64,15.15,34.44
54.516,-0.054,18.269,6.98,64,15.15,34.35
54.581,0.214,18.259,6.98,64,15.15,34.29
54.645,-0.024,18.25,6.979,64,15.15,34.22
54.71,0.009,18.241,6.978,64,15.15,34.15
54.774,0.088,18.231,6.978,64,15.15,34.09
54.839,0.226,18.223,6.976,64,15.15,34.03
54.903,0.123,18.214,6.976,64,15.15,33.96
54.968,-0.015,18.205,6.974,64,15.15,33.9
55.032,-0.007,18.196,6.973,58,15.15,33.85
55.097,-0.017,18.188,6.973,58,15.14,33.73
55.161,-0.038,18.179,6.971,58,15.14,33.53
55.226,-0.042,18.166,6.969,58,15.14,33.47
55.29,-0.042,18.157,6.971,58,15.14,33.41
55.355,-0.044,18.153,6.968,58,15.14,33.38
55.419,0.007,18.144,6.966,58,15.14,33.38
55.484,0.023,18.137,6.966,58,15.14,33.37
55.548,-0.061,18.128,6.964,58,15.14,33.35
55.613,0.194,18.121,6.963,58,15.14,33.34
55.677,-0.05,18.112,6.963,58,15.14,33.4
55.742,-0.025,18.104,6.961,58,15.14,33.61
55.806,0.043,18.096,6.959,58,15.14,33.62
55.871,0.177,18.087,6.958,57,15.14,33.83
55.935,0.127,18.08,6.957,57,15.14,34.05
56,-0.052,18.072,6.956,57,15.14,34.29
56.065,-0.054,18.065,6.953,57,15.14,34.58
56.129,-0.065,18.057,6.953,57,15.14,34.79
56.194,-0.084,18.049,6.951,57,15.14,34.95
56.258,-0.091,18.042,6.951,57,15.14,35.25
56.323,-0.092,18.034,6.948,57,15.14,35.53
56.387,-0.069,18.027,6.948,57,15.14,35.84
56.452,-0.053,18.02,6.947,57,15.14,36.14
56.516,-0.092,18.012,6.946,57,15.14,36.41
56.581,0.146,18.007,6.943,57,15.13,36.68
56.645,-0.082,17.999,6.943,57,15.13,36.99
56.71,-0.038,17.992,6.942,57,15.13,37.3
56.774,0.058,17.984,6.941,57,15.13,37.61
56.839,0.143,17.978,6.938,57,15.13,37.9
56.903,-0.03,17.972,6.938,57,15.13,38.23
56.968,-0.073,17.964,6.937,57,15.13,38.5
57.032,-0.068,17.957,6.936,57,15.13,38.76
57.097,-0.084,17.952,6.934,57,15.13,38.89
57.161,-0.093,17.944,6.933,57,15.13,38.9
57.226,-0.095,17.937,6.933,57,15.13,38.85
57.29,-0.083,17.932,6.931,57,15.13,38.7
57.355,-0.02,17.925,6.931,57,15.13,38.58
57.419,-0.1,17.92,6.928,57,15.13,38.41
57.484,0.202,17.912,6.927,57,15.13,38.22
57.548,-0.058,17.906,6.926,57,15.13,38.03
57.613,-0.021,17.9,6.926,57,15.13,37.87
57.677,0.06,17.893,6.923,65,15.13,37.7
57.742,0.185,17.887,6.922,65,15.11,37.55
57.806,0.07,17.881,6.922,65,15.11,37.41
57.871,-0.045,17.875,6.921,65,15.11,37.28
57.935,-0.029,17.87,6.918,65,15.11,37.18
58,-0.044,17.865,6.917,65,15.11,36.95
58.065,-0.06,17.857,6.916,65,15.11,36.69
58.129,-0.062,17.852,6.916,65,15.11,36.53
58.194,-0.057,17.847,6.916,65,15.11,36.37
58.258,-0.05,17.842,6.913,65,15.11,36.26
58.323,0.011,17.837,6.913,65,15.11,36.15
58.387,-0.007,17.833,6.911,65,15.11,36.04
58.452,0.078,17.828,6.911,65,15.11,35.93
58.516,0.126,17.823,6.911,65,15.11,35.9
58.581,0.003,17.82,6.911,65,15.11,35.86
58.645,0.057,17.815,6.911,65,15.11,35.74
58.71,0.178,17.81,6.911,65,15.11,35.63
58.774,0.226,17.808,6.911,65,15.11,35.51
58.839,0.02,17.807,6.911,65,15.11,35.36
58.903,-0.033,17.808,6.908,65,15.11,35.17
58.968,-0.009,17.815,6.906,60,15.11,34.97
59.032,-0.067,17.823,6.903,60,15.11,34.59
59.097,-0.066,17.828,6.903,60,15.11,34.24
59.161,-0.055,17.828,6.901,60,15.11,33.98
59.226,-0.046,17.827,6.901,60,15.1,33.84
59.29,-0.045,17.824,6.901,60,15.1,33.84
59.355,-0.033,17.824,6.901,60,15.1,33.5
59.419,0.05,17.824,6.902,60,15.1,33.31
59.484,-0.037,17.824,6.901,60,15.1,33.31
59.548,0.208,17.824,6.901,60,15.1,33.42
59.613,-0.021,17.824,6.898,60,15.1,33.3
59.677,0.011,17.824,6.892,60,15.1,33.22
59.742,0.089,17.824,6.89,60,15.1,33.18
59.806,0.23,17.824,6.89,60,15.1,33.04
59.871,0.158,17.824,6.889,60,15.1,32.9
59.935,-0.014,17.824,6.886,60,15.1,32.95
60,-0.023,17.825,6.886,55,15.1,33
60.065,-0.041,17.827,6.886,55,15.1,32.82
60.129,-0.063,17.827,6.885,55,15.1,32.5
60.194,-0.073,17.827,6.885,55,15.1,32.3
60.258,-0.077,17.827,6.892,55,15.1,32.17
60.323,-0.082,17.827,6.899,55,15.09,32.26
60.387,-0.056,17.827,6.907,55,15.09,32.37
60.452,-0.031,17.824,6.918,55,15.09,32.69
60.516,-0.079,17.824,6.933,55,15.09,32.87
60.581,0.129,17.824,6.937,55,15.09,33.05
60.645,-0.075,17.823,6.924,55,15.09,33.36
60.71,-0.045,17.822,6.907,55,15.09,33.73
60.774,0.046,17.823,6.894,59,15.09,34.13
60.839,0.139,17.825,6.89,59,15.09,34.63
60.903,-0.046,17.828,6.889,59,15.09,34.98
60.968,-0.107,17.832,6.889,59,15.09,35.38
61.032,-0.101,17.835,6.889,59,15.09,35.89
61.097,-0.117,17.842,6.89,59,15.09,36.06
61.161,-0.12,17.851,6.894,59,15.09,36.15
61.226,-0.062,17.858,6.902,59,15.09,36.39
61.29,-0.09,17.872,6.912,59,15.09,36.74
61.355,0.019,17.885,6.914,59,15.09,37.17
61.419,0.039,17.9,6.917,59,15.09,37.44
61.484,-0.07,17.918,6.922,59,15.09,37.53
61.548,-0.014,17.936,6.927,59,15.09,37.58
61.613,0.107,17.956,6.932,72,15.09,37.46
61.677,0.135,17.989,6.942,72,15.09,37.34
61.742,-0.039,18.006,6.947,72,15.09,37.2
61.806,-0.048,18.019,6.95,72,15.09,37.05
61.871,-0.05,18.041,6.957,72,15.09,36.87
61.935,-0.053,18.064,6.961,72,15.09,36.56
62,-0.056,18.085,6.964,72,15.08,36.32
62.065,-0.026,18.107,6.969,72,15.08,36.09
62.129,0.001,18.127,6.973,72,15.08,35.9
62.194,-0.055,18.147,6.977,72,15.08,35.62
62.258,0.185,18.167,6.981,72,15.08,35.61
62.323,-0.027,18.184,6.99,72,15.08,35.44
62.387,0.018,18.202,7.002,72,15.08,35.29
62.452,0.117,18.218,7.011,72,15.08,35.14
62.516,0.2,18.235,7.019,72,15.08,34.99
62.581,0.017,18.25,7.026,72,15.08,34.77
62.645,-0.042,18.265,7.035,70,15.08,34.64
62.71,-0.036,18.28,7.044,70,15.08,34.6
62.774,-0.054,18.292,7.051,70,15.08,34.35
62.839,-0.062,18.305,7.057,70,15.08,34.14
62.903,-0.061,18.316,7.065,70,15.08,34.03
62.968,-0.055,18.328,7.074,70,15.08,33.92
63.032,-0.034,18.34,7.082,70,15.08,33.81
63.097,0.018,18.352,7.093,70,15.08,33.67
63.161,-0.063,18.364,7.104,70,15.08,33.54
63.226,0.196,18.379,7.114,70,15.07,33.51
63.29,-0.024,18.392,7.126,70,15.07,33.47
63.355,0.012,18.403,7.132,70,15.07,33.36
63.419,0.102,18.415,7.138,70,15.07,33.32
63.484,0.224,18.428,7.147,70,15.07,33.29
63.548,0.074,18.44,7.153,70,15.07,33.25
63.613,-0.024,18.454,7.152,70,15.07,33.19
63.677,-0.02,18.466,7.145,61,15.07,33.17
63.742,-0.036,18.481,7.145,61,15.07,33.05
63.806,-0.06,18.494,7.149,61,15.07,32.87
63.871,-0.067,18.506,7.161,61,15.07,32.82
63.935,-0.068,18.519,7.171,61,15.07,32.82
64,-0.072,18.53,7.175,61,15.07,32.86
64.065,-0.053,18.543,7.18,61,15.07,32.91
64.129,-0.022,18.558,7.183,61,15.07,32.98
64.194,-0.081,18.571,7.183,61,15.07,33.06
64.258,0.16,18.574,7.186,61,15.07,33.16
64.323,-0.061,18.566,7.199,61,15.07,33.38
64.387,-0.038,18.558,7.206,61,15.07,33.69
64.452,0.041,18.558,7.22,58,15.07,34.15
64.516,0.137,18.562,7.235,58,15.07,34.64
64.581,-0.024,18.571,7.247,58,15.07,35.01
64.645,-0.095,18.575,7.262,58,15.07,35.25
64.71,-0.08,18.579,7.276,58,15.07,35.38
64.774,-0.104,18.596,7.286,58,15.07,35.67
64.839,-0.115,18.611,7.296,58,15.07,36.22
64.903,-0.116,18.627,7.306,58,15.07,36.3
64.968,-0.109,18.644,7.316,58,15.07,35.97
65.032,-0.025,18.658,7.323,58,15.07,35.68
65.097,-0.103,18.668,7.331,58,15.05,35.52
65.161,0.131,18.675,7.34,58,15.07,35.42
65.226,-0.082,18.684,7.35,58,15.05,35.4
65.29,-0.052,18.69,7.359,58,15.05,35.25
65.355,0.012,18.695,7.367,58,15.05,35.02
65.419,0.135,18.7,7.374,64,15.05,34.89
65.484,0.103,18.705,7.383,64,15.05,34.82
65.548,-0.054,18.717,7.39,64,15.05,34.78
65.613,-0.052,18.741,7.397,64,15.05,34.72
65.677,-0.055,18.772,7.402,64,15.05,34.59
65.742,-0.072,18.805,7.407,64,15.05,34.54
65.806,-0.076,18.836,7.412,64,15.05,34.41
65.871,-0.073,18.912,7.417,64,15.05,34.21
65.935,-0.132,19.002,7.422,64,15.05,34.17
66,-0.014,19.079,7.425,64,15.05,34.16
66.065,-0.06,19.138,7.429,64,15.05,34.11
66.129,0.001,19.168,7.434,64,15.05,34.08
66.194,-0.054,19.183,7.438,64,15.05,34.06
66.258,-0.131,19.195,7.441,64,15.05,33.97
66.323,-0.057,19.214,7.446,64,15.04,33.85
66.387,0.073,19.23,7.452,60,15.04,33.6
66.452,0.123,19.248,7.46,60,15.04,33.07
66.516,-0.061,19.266,7.467,60,15.04,32.56
66.581,-0.076,19.28,7.479,60,15.04,32.25
66.645,-0.07,19.287,7.485,60,15.04,32.31
66.71,-0.078,19.292,7.491,60,15.04,32.2
66.774,-0.099,19.292,7.496,60,15.04,31.81
66.839,-0.102,19.262,7.499,60,15.04,31.66
66.903,-0.086,19.252,7.503,60,15.04,31.79
66.968,-0.018,19.248,7.506,60,15.04,31.96
67.032,-0.099,19.241,7.509,60,15.04,32.19
67.097,0.167,19.245,7.511,60,15.04,32.29
67.161,-0.071,19.244,7.513,60,15.04,32.6
67.226,-0.024,19.254,7.516,60,15.04,32.93
67.29,0.057,19.28,7.518,60,15.04,33.54
67.355,0.197,19.302,7.52,88,15.04,34.14
67.419,0.16,19.325,7.522,88,15.04,34.7
67.484,0.05,19.318,7.525,88,15.04,35.24
67.548,0.072,19.304,7.526,88,15.04,35.65
