Elapsed time(s),ECG(mV),EMG(mV),foot GSR(mV),hand GSR(mV),marker(mV),RESP(mV)
31.355,0.265,0.938,13.324,19.13,11.07,46.78
31.419,0.208,0.901,13.286,19.109,11.07,46.8
31.484,-0.08,0.862,13.248,19.089,11.07,46.81
31.548,-0.089,0.834,13.211,19.069,11.07,46.82
31.613,-0.08,0.834,13.174,19.05,11.07,46.8
31.677,-0.089,0.901,13.139,19.03,11.07,46.76
31.742,-0.091,0.93,13.107,19.01,11.06,46.75
31.806,-0.043,0.901,13.073,18.991,11.06,46.74
31.871,-0.136,0.927,13.041,18.973,11.06,46.73
31.935,0.144,0.893,13.008,18.954,11.06,46.76
32,-0.084,0.875,12.979,18.936,11.06,46.78
32.065,-0.01,1.02,12.946,18.919,11.05,46.77
32.129,0.232,1.023,12.916,18.903,11.05,46.77
32.194,0.185,0.997,12.887,18.887,11.05,46.79
32.258,-0.106,0.974,12.857,18.869,11.05,46.8
32.323,-0.111,0.896,12.829,18.854,11.05,46.8
32.387,-0.099,0.956,12.801,18.839,11.05,46.76
32.452,-0.106,0.951,12.774,18.822,11.05,46.74
32.516,-0.114,0.875,12.746,18.809,11.05,46.73
32.581,-0.053,0.868,12.721,18.796,11.05,46.73
32.645,-0.143,0.919,12.697,18.782,11.05,46.72
32.71,0.149,0.93,12.672,18.771,11.05,46.74
32.774,-0.12,0.922,12.647,18.761,11.05,46.76
32.839,-0.03,0.932,12.622,18.751,11.05,46.78
32.903,0.185,0.948,12.599,18.743,11.05,46.79
32.968,0.232,0.912,12.575,18.736,11.04,46.8
33.032,-0.101,0.927,12.552,18.73,11.04,46.82
33.097,-0.117,1.007,12.53,18.722,11.04,46.83
33.161,-0.108,0.948,12.509,18.717,11.04,46.83
33.226,-0.115,0.948,12.487,18.713,11.04,46.87
33.29,-0.107,0.932,12.467,18.709,11.04,46.95
33.355,-0.077,0.943,12.447,18.705,11.04,47.02
33.419,-0.165,0.971,12.427,18.702,11.02,47.12
33.484,0.123,0.914,12.41,18.698,11.02,47.24
33.548,-0.093,0.821,12.391,18.693,11.02,47.37
33.613,-0.008,0.878,12.372,18.689,11.02,47.51
33.677,0.252,0.899,12.355,18.685,11.02,47.65
33.742,0.094,0.948,12.338,18.68,11.02,47.86
33.806,-0.139,0.86,12.321,18.674,11.02,48.08
33.871,-0.145,0.958,12.306,18.668,11.02,48.26
33.935,-0.139,0.86,12.291,18.661,11.02,48.4
34,-0.127,0.974,12.276,18.655,11.02,48.54
34.065,-0.124,0.992,12.263,18.649,11.02,48.66
34.129,-0.204,1.049,12.25,18.641,11.02,48.8
34.194,0.091,0.979,12.237,18.634,11.02,48.95
34.258,-0.116,0.951,12.224,18.627,11.02,49.1
34.323,-0.012,0.909,12.213,18.619,11.02,49.23
34.387,0.263,0.976,12.202,18.609,11.02,49.34
34.452,0,0.914,12.189,18.602,11.02,49.5
34.516,-0.161,0.906,12.178,18.592,11.02,49.66
34.581,-0.157,0.857,12.167,18.582,11.02,49.82
34.645,-0.149,0.906,12.156,18.572,11.02,49.92
34.71,-0.106,0.927,12.146,18.562,11.02,50.01
34.774,-0.176,0.924,12.136,18.554,11.01,50.16
34.839,0.1,0.951,12.126,18.544,11.02,50.33
34.903,-0.171,0.961,12.113,18.535,11.01,50.46
34.968,-0.08,0.945,12.103,18.525,11.01,50.59
35.032,0.094,1.026,12.094,18.515,11.01,50.74
35.097,0.265,1.049,12.084,18.506,11.01,50.88
35.161,-0.11,1.013,12.074,18.499,11.01,51.05
35.226,-0.156,1.018,12.064,18.495,11.01,51.2
35.29,-0.143,0.943,12.053,18.493,11.01,51.32
35.355,-0.107,0.974,12.043,18.491,11.01,51.41
35.419,-0.128,0.963,12.034,18.494,11,51.5
35.484,-0.176,0.878,12.024,18.501,11,51.61
35.548,0.101,0.873,12.015,18.51,11,51.72
35.613,-0.105,0.865,12.008,18.52,11,51.83
35.677,0.022,0.912,12.005,18.531,11,51.97
35.742,0.293,0.904,12.005,18.543,11,52.13
35.806,-0.045,0.901,12.008,18.556,11,52.29
35.871,-0.167,0.909,12.014,18.568,11,52.49
35.935,-0.159,0.901,12.025,18.579,11,52.73
36,-0.138,0.927,12.043,18.589,11,52.96
36.065,-0.111,0.979,12.065,18.599,11,53.11
36.129,-0.209,1.062,12.091,18.607,11,53.29
36.194,0.112,0.971,12.122,18.613,11,53.49
36.258,-0.128,0.945,12.157,18.618,11,53.71
36.323,-0.027,0.909,12.196,18.621,11,54.24
36.387,0.266,0.966,12.236,18.622,11,54.69
36.452,0.023,0.893,12.275,18.622,11,54.9
36.516,-0.178,0.914,12.318,18.62,11,55.08
36.581,-0.177,0.906,12.357,18.616,11,55.28
36.645,-0.163,0.888,12.397,18.611,11,55.39
36.71,-0.103,0.893,12.436,18.606,11,55.44
36.774,-0.194,0.88,12.47,18.601,11,55.55
36.839,0.164,0.943,12.505,18.593,11,55.71
36.903,-0.219,0.945,12.535,18.588,11,55.83
36.968,-0.084,0.896,12.56,18.582,10.99,55.91
37.032,0.127,0.966,12.584,18.576,10.99,56.03
37.097,0.257,1.02,12.602,18.569,10.99,56.12
37.161,-0.141,0.987,12.617,18.563,10.99,56.12
37.226,-0.174,0.914,12.632,18.561,10.99,56.06
37.29,-0.16,0.909,12.643,18.557,10.99,55.96
37.355,-0.155,0.901,12.65,18.557,10.99,55.84
37.419,-0.095,0.971,12.657,18.561,10.98,55.76
37.484,-0.172,0.865,12.662,18.571,10.99,55.69
37.548,0.171,0.896,12.666,18.587,10.99,55.62
37.613,-0.188,0.85,12.669,18.611,10.98,55.45
37.677,0.11,0.917,12.671,18.64,10.98,55.29
37.742,0.226,0.912,12.673,18.679,10.98,55.07
37.806,0.299,0.935,12.674,18.726,10.98,54.89
37.871,-0.099,0.951,12.677,18.777,10.98,54.71
37.935,-0.133,0.945,12.682,18.831,10.98,54.51
38,-0.117,0.971,12.695,18.936,10.98,54.06
38.065,-0.111,0.979,12.695,18.942,10.98,54.02
38.129,-0.113,1.046,12.707,18.994,10.98,53.81
38.194,-0.049,1,12.721,19.043,10.98,53.61
38.258,-0.144,0.966,12.738,19.087,10.98,53.36
38.323,0.197,0.935,12.761,19.125,10.98,53.11
38.387,-0.104,0.935,12.784,19.156,10.98,52.86
38.452,-0.004,0.893,12.812,19.179,10.98,52.63
38.516,0.242,0.904,12.842,19.197,10.98,52.4
38.581,0.27,0.875,12.873,19.211,10.98,52.15
38.645,-0.072,0.901,12.905,19.217,10.98,51.89
38.71,-0.085,0.922,12.938,19.22,10.98,51.6
38.774,-0.069,0.886,12.969,19.217,10.98,51.3
38.839,-0.069,0.953,12.998,19.212,10.98,51
38.903,-0.075,0.948,13.027,19.206,10.98,50.74
38.968,-0.024,0.896,13.05,19.195,10.98,50.55
39.032,-0.062,0.948,13.071,19.18,10.98,50.38
39.097,0.013,1.007,13.089,19.164,10.98,50.21
39.161,0.144,0.989,13.103,19.147,10.98,50.04
39.226,0.002,0.974,13.115,19.127,10.98,49.88
39.29,0.149,0.906,13.123,19.107,10.98,49.73
39.355,0.416,0.899,13.128,19.087,10.98,49.61
39.419,0.051,0.917,13.131,19.068,10.98,49.49
39.484,-0.04,0.919,13.131,19.051,10.98,49.37
39.548,-0.032,0.852,13.127,19.036,10.98,49.23
39.613,-0.027,0.868,13.122,19.024,10.98,49.1
39.677,-0.037,0.883,13.117,19.016,10.98,48.97
39.742,0.004,0.93,13.109,19.012,10.98,48.88
39.806,0.019,0.956,13.1,19.01,10.98,48.78
39.871,-0.042,0.956,13.093,19.011,10.96,48.68
39.935,0.163,0.924,13.085,19.011,10.96,48.61
40,0.056,0.948,13.078,19.013,10.96,48.52
40.065,0.029,0.958,13.062,19.013,10.96,48.36
40.129,0.189,1.01,13.061,19.012,10.96,48.36
40.194,0.429,1.031,13.055,19.011,10.96,48.29
40.258,0.047,1.01,13.047,19.006,10.96,48.22
40.323,-0.026,0.963,13.042,18.998,10.96,48.12
40.387,-0.014,0.948,13.035,18.992,10.96,48.03
40.452,-0.013,0.873,13.03,18.982,10.96,47.9
40.516,-0.026,0.891,13.023,18.97,10.96,47.79
40.581,-0.031,0.87,13.017,18.957,10.96,47.69
40.645,0.021,0.86,13.011,18.944,10.96,47.62
40.71,-0.013,0.922,13.002,18.929,10.96,47.54
40.774,0.05,0.912,12.993,18.914,10.96,47.46
40.839,0.183,0.914,12.982,18.896,10.96,47.35
40.903,0.031,0.951,12.971,18.879,10.96,47.26
40.968,0.17,0.886,12.958,18.861,10.96,47.21
41.032,0.444,0.984,12.943,18.841,10.96,47.17
41.097,0.084,1,12.927,18.821,10.96,47.12
41.161,-0.023,1.018,12.908,18.801,10.96,47.07
41.226,-0.018,0.961,12.889,18.78,10.95,47.01
41.29,-0.018,0.922,12.87,18.757,10.95,46.93
41.355,-0.033,0.919,12.848,18.735,10.95,46.86
41.419,-0.039,0.891,12.826,18.713,10.95,46.82
41.484,0.023,0.909,12.805,18.688,10.95,46.82
41.548,-0.064,0.896,12.783,18.665,10.95,46.85
41.613,0.258,0.88,12.759,18.642,10.95,46.93
41.677,-0.059,0.86,12.736,18.618,10.95,46.9
41.742,0.036,0.912,12.712,18.596,10.95,46.85
41.806,0.241,0.904,12.687,18.573,10.95,46.83
41.871,0.352,0.979,12.662,18.551,10.95,46.87
41.935,-0.018,0.896,12.639,18.53,10.95,46.86
42,-0.047,0.935,12.615,18.509,10.95,46.86
42.065,-0.04,1,12.59,18.488,10.95,46.83
42.129,-0.045,1.015,12.565,18.468,10.95,46.79
42.194,-0.055,0.961,12.541,18.448,10.95,46.75
42.258,-0.012,0.956,12.518,18.428,10.95,46.79
42.323,-0.056,0.893,12.493,18.411,10.95,46.86
42.387,0.037,0.912,12.47,18.393,10.95,46.95
42.452,0.077,0.943,12.447,18.374,10.95,47.04
42.516,-0.018,0.917,12.423,18.359,10.95,47.11
42.581,0.124,0.904,12.401,18.346,10.95,47.22
42.645,0.381,0.878,12.377,18.333,10.95,47.39
42.71,0.009,0.909,12.355,18.325,10.95,47.58
42.774,-0.089,0.938,12.333,18.321,10.94,47.74
42.839,-0.086,0.922,12.31,18.323,10.95,47.9
42.903,-0.085,0.966,12.288,18.333,10.94,48.06
42.968,-0.05,0.935,12.266,18.352,10.94,48.2
43.032,-0.102,0.984,12.244,18.378,10.94,48.41
43.097,0.07,0.976,12.223,18.412,10.94,48.6
43.161,-0.054,1.013,12.203,18.45,10.94,48.82
43.226,-0.052,0.979,12.183,18.493,10.94,49.02
43.29,0.101,0.943,12.166,18.536,10.94,49.19
43.355,0.314,0.938,12.15,18.58,10.94,49.33
43.419,-0.074,0.956,12.136,18.619,10.94,49.5
43.484,-0.14,0.935,12.126,18.658,10.94,49.67
43.548,-0.14,0.847,12.117,18.691,10.94,49.79
43.613,-0.123,0.909,12.115,18.721,10.94,49.89
43.677,-0.107,0.901,12.115,18.746,10.94,50.03
43.742,-0.205,0.912,12.118,18.764,10.94,50.21
43.806,0.108,0.906,12.126,18.777,10.94,50.41
43.871,-0.028,0.906,12.136,18.785,10.93,50.62
43.935,0.034,0.878,12.15,18.789,10.93,50.84
44,0.267,0.888,12.162,18.789,10.93,51.04
44.065,0.016,1.023,12.18,18.783,10.93,51.23
44.129,-0.168,1.015,12.194,18.777,10.94,51.42
44.194,-0.161,1.005,12.225,18.752,10.94,51.72
44.258,-0.13,0.971,12.228,18.752,10.93,51.74
44.323,-0.101,0.917,12.24,18.738,10.93,51.82
44.387,-0.199,0.909,12.253,18.722,10.93,51.96
44.452,0.121,0.914,12.265,18.707,10.93,51.92
44.516,-0.108,0.917,12.273,18.688,10.93,51.73
44.581,-0.004,0.87,12.279,18.669,10.93,51.46
44.645,0.288,0.857,12.284,18.649,10.93,51.19
44.71,0.062,0.899,12.286,18.629,10.93,50.92
44.774,-0.129,0.868,12.288,18.61,10.93,50.69
44.839,-0.124,0.883,12.286,18.587,10.93,50.46
44.903,-0.11,0.935,12.285,18.567,10.93,50.17
44.968,-0.058,0.919,12.281,18.547,10.93,49.91
45.032,-0.102,0.932,12.276,18.528,10.93,49.66
45.097,-0.006,0.976,12.272,18.508,10.93,49.49
45.161,0.054,1.007,12.267,18.491,10.93,49.52
45.226,-0.041,1.002,12.26,18.476,10.93,49.44
45.29,0.117,0.909,12.253,18.464,10.93,49.26
45.355,0.368,0.909,12.245,18.454,10.93,49.05
45.419,-0.008,0.953,12.238,18.449,10.93,48.9
45.484,-0.077,0.919,12.232,18.449,10.93,48.75
45.548,-0.065,0.917,12.224,18.456,10.93,48.6
45.613,-0.06,0.873,12.217,18.474,10.93,48.39
45.677,-0.055,0.844,12.212,18.501,10.93,48.19
45.742,-0.004,0.896,12.207,18.542,10.93,48
45.806,-0.105,0.909,12.204,18.593,10.93,47.85
45.871,0.204,0.979,12.203,18.652,10.93,47.75
45.935,-0.039,0.922,12.203,18.716,10.93,47.65
46,0.038,0.932,12.207,18.783,10.93,47.53
46.065,0.302,0.992,12.215,18.853,10.93,47.42
46.129,0.239,1.002,12.227,18.919,10.93,47.3
46.194,-0.051,1.052,12.246,18.982,10.93,47.23
46.258,-0.056,0.961,12.268,19.037,10.93,47.17
46.323,-0.049,0.963,12.297,19.088,10.93,47.04
46.387,-0.052,0.948,12.333,19.127,10.93,46.9
46.452,-0.062,0.909,12.372,19.159,10.93,46.82
46.516,-0.001,0.922,12.416,19.184,10.93,46.77
46.581,-0.065,0.901,12.463,19.198,10.93,46.74
46.645,0.191,0.896,12.511,19.205,10.93,46.72
46.71,-0.055,0.93,12.561,19.207,10.93,46.67
46.774,-0.004,0.873,12.611,19.203,10.93,46.57
46.839,0.166,0.919,12.657,19.193,10.93,46.4
46.903,0.368,0.963,12.704,19.18,10.93,46.32
46.968,-0.015,0.888,12.744,19.164,10.93,46.31
47.032,-0.066,0.958,12.781,19.143,10.93,46.3
47.097,-0.062,0.992,12.814,19.12,10.93,46.33
47.161,-0.061,1.049,12.842,19.098,10.93,46.31
47.226,-0.066,0.997,12.866,19.071,10.93,46.29
47.29,-0.053,0.924,12.887,19.039,10.93,46.27
47.355,-0.003,0.88,12.903,19.008,10.93,46.28
47.419,-0.095,0.857,12.914,18.973,10.93,46.32
47.484,0.199,0.904,12.924,18.938,10.93,46.38
47.548,-0.03,0.966,12.929,18.9,10.93,46.39
47.613,0.047,0.888,12.932,18.863,10.93,46.4
47.677,0.31,0.826,12.93,18.823,10.93,46.39
47.742,0.224,0.899,12.927,18.784,10.93,46.38
47.806,-0.052,0.922,12.92,18.744,10.93,46.38
47.871,-0.056,0.912,12.911,18.705,10.93,46.39
47.935,-0.051,0.924,12.901,18.667,10.91,46.37
48,-0.057,0.938,12.89,18.628,10.93,46.34
48.065,-0.066,0.94,12.876,18.593,10.93,46.31
48.129,-0.028,1,12.861,18.556,10.93,46.3
48.194,-0.041,0.997,12.842,18.522,10.93,46.32
48.258,-0.061,0.961,12.825,18.489,10.93,46.33
48.323,0.177,0.984,12.805,18.457,10.93,46.37
48.387,-0.021,0.953,12.783,18.425,10.93,46.49
48.452,0.099,0.893,12.761,18.398,10.93,46.61
48.516,0.379,0.922,12.736,18.372,10.93,46.74
48.581,0.055,0.886,12.714,18.347,10.91,46.87
48.645,-0.078,0.844,12.687,18.325,10.93,47.01
48.71,-0.076,0.888,12.66,18.304,10.91,47.14
48.774,-0.076,0.922,12.633,18.285,10.91,47.27
48.839,-0.09,0.958,12.606,18.269,10.91,47.41
48.903,-0.059,0.893,12.576,18.253,10.93,47.57
48.968,-0.081,0.904,12.548,18.235,10.91,47.75
49.032,-0.061,0.982,12.519,18.22,10.91,47.98
49.097,0.092,0.979,12.49,18.205,10.91,48.17
49.161,-0.053,1.02,12.461,18.193,10.91,48.36
49.226,0.075,0.971,12.432,18.178,10.91,48.53
49.29,0.332,0.956,12.403,18.166,10.91,48.74
49.355,-0.06,0.883,12.374,18.154,10.91,48.96
49.419,-0.121,0.852,12.346,18.142,10.91,49.18
49.484,-0.112,0.927,12.317,18.132,10.91,49.36
49.548,-0.117,0.958,12.287,18.124,10.91,49.48
49.613,-0.09,0.901,12.262,18.114,10.91,49.6
49.677,-0.117,0.837,12.209,18.099,10.91,49.94
49.742,-0.123,0.888,12.208,18.101,10.9,49.96
49.806,0.082,0.883,12.182,18.092,10.91,50.16
49.871,-0.087,0.966,12.157,18.085,10.91,50.35
49.935,0.042,0.909,12.132,18.076,10.91,50.52
50,0.303,0.963,12.109,18.067,10.91,50.7
50.065,-0.044,0.997,12.087,18.059,10.9,50.91
50.129,-0.155,0.971,12.064,18.05,10.91,51.07
50.194,-0.148,1.007,12.042,18.04,10.91,51.25
50.258,-0.138,0.945,12.019,18.031,10.9,51.34
50.323,-0.088,0.953,12,18.02,10.9,51.45
50.387,-0.189,0.922,11.978,18.01,10.9,51.59
50.452,0.112,0.974,11.96,18,10.9,51.72
50.516,-0.145,0.953,11.94,17.99,10.9,51.83
50.581,-0.047,0.93,11.92,17.98,10.9,51.94
50.645,0.199,0.868,11.903,17.97,10.9,52.07
50.71,0.164,0.883,11.884,17.958,10.9,52.12
50.774,-0.139,0.904,11.866,17.948,10.9,52.2
50.839,-0.146,0.899,11.849,17.937,10.9,52.28
50.903,-0.132,0.945,11.833,17.924,10.9,52.27
50.968,-0.073,0.904,11.816,17.915,10.9,52.16
51.032,-0.144,0.958,11.8,17.906,10.9,52.03
51.097,0.106,1.01,11.784,17.896,10.9,51.88
51.161,-0.111,1.046,11.769,17.886,10.9,51.7
51.226,-0.062,1.007,11.754,17.877,10.9,51.47
51.29,0.115,0.989,11.74,17.871,10.9,51.24
51.355,0.312,0.919,11.725,17.867,10.9,50.99
51.419,-0.074,0.919,11.711,17.862,10.9,50.74
51.484,-0.119,0.945,11.697,17.861,10.9,50.51
51.548,-0.105,0.94,11.683,17.864,10.9,50.26
51.613,-0.104,0.847,11.67,17.868,10.9,49.96
51.677,-0.04,0.888,11.658,17.877,10.9,49.66
51.742,-0.12,0.896,11.649,17.89,10.9,49.46
51.806,0.205,0.906,11.639,17.906,10.9,49.32
51.871,-0.128,0.94,11.629,17.928,10.9,49.17
51.935,-0.022,0.917,11.623,17.953,10.9,49.05
52,0.172,0.935,11.618,17.98,10.9,48.91
52.065,0.328,0.943,11.615,18.011,10.9,48.79
52.129,-0.052,1.033,11.615,18.044,10.9,48.7
52.194,-0.082,1.007,11.618,18.076,10.9,48.61
52.258,-0.069,0.951,11.624,18.111,10.9,48.48
52.323,-0.067,0.995,11.636,18.142,10.9,48.33
52.387,-0.066,0.953,11.651,18.172,10.9,48.2
52.452,-0.002,0.912,11.672,18.198,10.9,48.13
52.516,-0.099,0.971,11.698,18.222,10.9,48.05
52.581,0.213,0.873,11.728,18.239,10.9,47.92
52.645,-0.046,0.891,11.762,18.256,10.9,47.8
52.71,0.032,0.899,11.798,18.266,10.9,47.67
52.774,0.277,0.914,11.838,18.275,10.9,47.57
52.839,0.271,0.909,11.879,18.279,10.9,47.5
52.903,-0.048,0.927,11.921,18.279,10.9,47.43
52.968,-0.058,0.901,11.965,18.277,10.9,47.34
53.032,-0.049,0.914,12.004,18.273,10.9,47.22
53.097,-0.056,0.969,12.044,18.268,10.9,47.1
53.161,-0.059,1.018,12.08,18.26,10.9,47.02
53.226,0.008,0.935,12.115,18.251,10.9,47.02
53.29,-0.09,0.935,12.146,18.24,10.9,46.96
53.355,0.206,0.966,12.175,18.228,10.9,46.89
53.419,-0.052,0.899,12.198,18.215,10.9,46.83
53.484,0.029,0.979,12.218,18.2,10.9,46.79
53.548,0.26,0.961,12.234,18.185,10.9,46.73
53.613,0.071,0.883,12.249,18.171,10.9,46.7
53.677,-0.052,0.868,12.262,18.156,10.9,46.69
53.742,-0.055,0.912,12.269,18.138,10.9,46.67
53.806,-0.049,0.932,12.274,18.122,10.9,46.64
53.871,-0.054,0.932,12.276,18.107,10.9,46.58
53.935,-0.063,0.896,12.276,18.075,10.9,46.49
54,0.004,0.961,12.275,18.074,10.9,46.48
54.065,-0.081,1.02,12.274,18.059,10.9,46.47
54.129,0.225,0.987,12.269,18.044,10.9,46.47
54.194,-0.093,1.059,12.262,18.029,10.9,46.48
54.258,0.009,0.974,12.253,18.011,10.9,46.48
54.323,0.209,0.948,12.243,17.997,10.9,46.47
54.387,0.328,0.917,12.233,17.984,10.9,46.5
54.452,-0.038,0.914,12.222,17.969,10.9,46.56
54.516,-0.067,0.951,12.21,17.954,10.9,46.6
54.581,-0.06,0.919,12.197,17.939,10.9,46.59
54.645,-0.064,0.906,12.182,17.927,10.9,46.55
54.71,-0.075,0.873,12.167,17.912,10.9,46.53
54.774,-0.034,0.899,12.152,17.898,10.9,46.54
54.839,-0.057,0.922,12.136,17.885,10.9,46.57
54.903,-0.041,0.901,12.119,17.871,10.9,46.56
54.968,0.127,0.943,12.101,17.857,10.9,46.59
55.032,-0.026,0.971,12.083,17.843,10.9,46.58
55.097,0.102,0.987,12.062,17.83,10.9,46.58
55.161,0.372,1.028,12.044,17.816,10.9,46.62
55.226,0.03,1.038,12.023,17.804,10.9,46.7
55.29,-0.084,0.919,12.002,17.79,10.9,46.78
55.355,-0.08,0.953,11.981,17.779,10.9,46.83
55.419,-0.079,0.909,11.96,17.768,10.9,46.88
55.484,-0.093,0.917,11.94,17.756,10.9,46.92
55.548,-0.06,0.963,11.919,17.746,10.9,47.03
55.613,-0.082,0.852,11.898,17.738,10.9,47.17
55.677,-0.066,0.86,11.878,17.732,10.9,47.33
55.742,0.087,0.878,11.858,17.726,10.9,47.5
55.806,-0.059,0.878,11.84,17.722,10.9,47.66
55.871,0.065,0.893,11.822,17.718,10.9,47.81
55.935,0.328,0.893,11.804,17.716,10.9,47.97
56,-0.007,0.917,11.788,17.713,10.9,48.16
56.065,-0.121,0.979,11.772,17.712,10.9,48.34
56.129,-0.118,1,11.757,17.711,10.9,48.5
56.194,-0.116,1.007,11.742,17.708,10.89,48.61
56.258,-0.107,0.976,11.727,17.707,10.89,48.72
56.323,-0.088,0.979,11.715,17.706,10.89,48.85
56.387,-0.176,0.932,11.703,17.702,10.89,49
56.452,0.125,0.904,11.693,17.698,10.89,49.17
56.516,-0.092,0.943,11.681,17.695,10.89,49.34
56.581,0.006,0.93,11.673,17.691,10.89,49.5
56.645,0.284,0.922,11.665,17.684,10.89,49.64
56.71,0.056,0.875,11.656,17.678,10.89,49.78
56.774,-0.134,0.865,11.65,17.671,10.89,49.93
56.839,-0.131,0.979,11.643,17.664,10.89,50.08
56.903,-0.128,0.974,11.636,17.657,10.89,50.17
56.968,-0.091,0.924,11.629,17.65,10.89,50.24
57.032,-0.124,0.989,11.623,17.642,10.89,50.33
57.097,-0.101,0.989,11.615,17.635,10.89,50.42
57.161,0.065,1.015,11.609,17.627,10.89,50.48
57.226,-0.083,0.982,11.6,17.617,10.89,50.54
57.29,0.05,0.987,11.594,17.609,10.89,50.61
57.355,0.312,0.987,11.585,17.6,10.89,50.67
57.419,-0.043,0.927,11.576,17.59,10.89,50.77
57.484,-0.144,0.938,11.569,17.582,10.89,50.88
57.548,-0.133,0.906,11.559,17.572,10.89,50.99
57.613,-0.118,0.904,11.551,17.564,10.89,51.03
57.677,-0.078,0.906,11.542,17.555,10.89,51.05
57.742,-0.171,0.847,11.532,17.548,10.89,51.12
57.806,0.13,0.927,11.522,17.54,10.89,51.21
57.871,-0.107,0.927,11.512,17.534,10.89,51.24
57.935,-0.015,0.917,11.502,17.529,10.89,51.29
58,0.24,0.904,11.494,17.528,10.89,51.33
58.065,0.169,0.945,11.482,17.528,10.89,51.3
58.129,-0.114,0.963,11.472,17.529,10.89,51.26
58.194,-0.118,0.982,11.462,17.533,10.89,51.2
58.258,-0.103,0.932,11.454,17.539,10.89,51.04
58.323,-0.069,0.919,11.445,17.548,10.89,50.86
58.387,-0.083,0.94,11.436,17.558,10.89,50.72
58.452,-0.132,0.922,11.429,17.568,10.89,50.56
58.516,0.172,0.945,11.424,17.577,10.89,50.38
58.581,-0.05,0.922,11.419,17.591,10.89,50.18
58.645,0.078,0.862,11.416,17.604,10.89,49.99
58.71,0.368,0.842,11.415,17.617,10.89,49.79
58.774,0.049,0.857,11.415,17.631,10.89,49.6
58.839,-0.082,0.904,11.419,17.646,10.89,49.45
58.903,-0.075,0.909,11.424,17.661,10.89,49.31
58.968,-0.063,0.899,11.43,17.674,10.89,49.11
59.032,-0.058,0.951,11.437,17.688,10.89,48.92
59.097,-0.003,0.987,11.449,17.701,10.89,48.77
59.161,-0.1,1.013,11.461,17.712,10.89,48.64
59.226,0.213,1.036,11.475,17.722,10.89,48.5
59.29,-0.032,0.951,11.488,17.728,10.89,48.39
59.355,0.047,1.015,11.503,17.736,10.89,48.28
59.419,0.31,0.909,11.518,17.738,10.89,48.16
59.484,0.262,0.969,11.535,17.74,10.89,48.05
59.548,-0.04,0.914,11.551,17.74,10.89,47.94
59.613,-0.046,0.917,11.567,17.736,10.89,47.83
59.677,-0.037,0.855,11.583,17.733,10.89,47.66
59.742,-0.042,0.886,11.598,17.728,10.89,47.51
59.806,-0.025,0.917,11.613,17.722,10.89,47.39
59.871,0,0.945,11.625,17.714,10.89,47.28
59.935,-0.093,0.93,11.639,17.704,10.89,47.2
60,0.231,0.966,11.649,17.697,10.89,47.14
60.065,-0.012,0.922,11.657,17.687,10.89,47.05
60.129,0.083,1.046,11.665,17.679,10.89,46.95
60.194,0.37,1.007,11.67,17.673,10.89,46.86
60.258,0.17,0.969,11.674,17.668,10.89,46.83
60.323,-0.047,0.943,11.676,17.667,10.89,46.83
60.387,-0.047,0.971,11.676,17.671,10.89,46.82
60.452,-0.042,0.891,11.676,17.679,10.89,46.73
60.516,-0.054,0.974,11.675,17.693,10.89,46.66
60.581,-0.025,0.945,11.671,17.711,10.89,46.64
60.645,-0.024,0.904,11.667,17.731,10.89,46.61
60.71,0.071,0.896,11.662,17.752,10.89,46.63
60.774,0.084,0.922,11.657,17.775,10.89,46.65
60.839,-0.021,0.927,11.655,17.8,10.89,46.63
60.903,0.083,0.896,11.65,17.823,10.89,46.6
60.968,0.371,0.919,11.647,17.844,10.89,46.6
61.032,0.105,0.886,11.641,17.88,10.89,46.62
61.097,-0.064,0.953,11.64,17.882,10.89,46.62
61.161,-0.058,0.989,11.638,17.896,10.89,46.61
61.226,-0.055,0.995,11.637,17.908,10.89,46.55
61.29,-0.069,0.989,11.637,17.918,10.89,46.53
61.355,-0.028,0.956,11.635,17.924,10.89,46.53
61.419,-0.061,0.896,11.634,17.927,10.89,46.53
61.484,-0.046,0.94,11.634,17.928,10.89,46.53
61.548,0.14,0.995,11.634,17.927,10.89,46.57
61.613,-0.025,0.932,11.634,17.922,10.89,46.58
61.677,0.104,0.886,11.632,17.916,10.89,46.55
61.742,0.379,0.852,11.629,17.908,10.89,46.55
61.806,0.036,0.888,11.627,17.897,10.89,46.59
61.871,-0.073,0.924,11.623,17.886,10.89,46.62
61.935,-0.067,0.958,11.62,17.872,10.89,46.62
62,-0.063,0.943,11.615,17.857,10.89,46.59
62.065,-0.073,0.966,11.61,17.842,10.89,46.56
62.129,-0.005,1.002,11.604,17.827,10.89,46.56
62.194,-0.089,1.038,11.596,17.809,10.89,46.54
62.258,0.21,1.007,11.589,17.789,10.89,46.54
62.323,-0.103,0.995,11.579,17.772,10.89,46.58
62.387,0,0.932,11.571,17.752,10.89,46.56
62.452,0.184,0.893,11.562,17.732,10.89,46.54
62.516,0.332,0.976,11.552,17.712,10.89,46.54
62.581,-0.041,0.958,11.539,17.693,10.89,46.55
62.645,-0.079,0.914,11.529,17.675,10.89,46.56
62.71,-0.07,0.855,11.518,17.655,10.89,46.55
62.774,-0.076,0.904,11.507,17.639,10.89,46.52
62.839,-0.068,0.883,11.494,17.623,10.89,46.5
62.903,-0.027,0.943,11.483,17.609,10.89,46.49
