Elapsed time(s),ECG(mV),EMG(mV),foot GSR(mV),HR(bpm),marker(mV),RESP(mV)
33.742,0.094,0.948,12.338,79,11.02,47.86
33.806,-0.139,0.86,12.321,79,11.02,48.08
33.871,-0.145,0.958,12.306,79,11.02,48.26
33.935,-0.139,0.86,12.291,79,11.02,48.4
34,-0.127,0.974,12.276,79,11.02,48.54
34.065,-0.124,0.992,12.263,79,11.02,48.66
34.129,-0.204,1.049,12.25,79,11.02,48.8
34.194,0.091,0.979,12.237,79,11.02,48.95
34.258,-0.116,0.951,12.224,79,11.02,49.1
34.323,-0.012,0.909,12.213,79,11.02,49.23
34.387,0.263,0.976,12.202,85,11.02,49.34
34.452,0,0.914,12.189,85,11.02,49.5
34.516,-0.161,0.906,12.178,85,11.02,49.66
34.581,-0.157,0.857,12.167,85,11.02,49.82
34.645,-0.149,0.906,12.156,85,11.02,49.92
34.71,-0.106,0.927,12.146,85,11.02,50.01
34.774,-0.176,0.924,12.136,85,11.01,50.16
34.839,0.1,0.951,12.126,85,11.02,50.33
34.903,-0.171,0.961,12.113,85,11.01,50.46
34.968,-0.08,0.945,12.103,85,11.01,50.59
35.032,0.094,1.026,12.094,87,11.01,50.74
35.097,0.265,1.049,12.084,87,11.01,50.88
35.161,-0.11,1.013,12.074,87,11.01,51.05
35.226,-0.156,1.018,12.064,87,11.01,51.2
35.29,-0.143,0.943,12.053,87,11.01,51.32
35.355,-0.107,0.974,12.043,87,11.01,51.41
35.419,-0.128,0.963,12.034,87,11,51.5
35.484,-0.176,0.878,12.024,87,11,51.61
35.548,0.101,0.873,12.015,87,11,51.72
35.613,-0.105,0.865,12.008,87,11,51.83
35.677,0.022,0.912,12.005,87,11,51.97
35.742,0.293,0.904,12.005,89,11,52.13
35.806,-0.045,0.901,12.008,89,11,52.29
35.871,-0.167,0.909,12.014,89,11,52.49
35.935,-0.159,0.901,12.025,89,11,52.73
36,-0.138,0.927,12.043,89,11,52.96
36.065,-0.111,0.979,12.065,89,11,53.11
36.129,-0.209,1.062,12.091,89,11,53.29
36.194,0.112,0.971,12.122,89,11,53.49
36.258,-0.128,0.945,12.157,89,11,53.71
36.323,-0.027,0.909,12.196,89,11,54.24
36.387,0.266,0.966,12.236,91,11,54.69
36.452,0.023,0.893,12.275,91,11,54.9
36.516,-0.178,0.914,12.318,91,11,55.08
36.581,-0.177,0.906,12.357,91,11,55.28
36.645,-0.163,0.888,12.397,91,11,55.39
36.71,-0.103,0.893,12.436,91,11,55.44
36.774,-0.194,0.88,12.47,91,11,55.55
36.839,0.164,0.943,12.505,91,11,55.71
36.903,-0.219,0.945,12.535,91,11,55.83
36.968,-0.084,0.896,12.56,91,10.99,55.91
37.032,0.127,0.966,12.584,88,10.99,56.03
37.097,0.257,1.02,12.602,88,10.99,56.12
37.161,-0.141,0.987,12.617,88,10.99,56.12
37.226,-0.174,0.914,12.632,88,10.99,56.06
37.29,-0.16,0.909,12.643,88,10.99,55.96
37.355,-0.155,0.901,12.65,88,10.99,55.84
37.419,-0.095,0.971,12.657,88,10.98,55.76
37.484,-0.172,0.865,12.662,88,10.99,55.69
37.548,0.171,0.896,12.666,88,10.99,55.62
37.613,-0.188,0.85,12.669,88,10.98,55.45
37.677,0.11,0.917,12.671,88,10.98,55.29
37.742,0.226,0.912,12.673,88,10.98,55.07
37.806,0.299,0.935,12.674,88,10.98,54.89
37.871,-0.099,0.951,12.677,88,10.98,54.71
37.935,-0.133,0.945,12.682,84,10.98,54.51
38,-0.117,0.971,12.695,84,10.98,54.06
38.065,-0.111,0.979,12.695,84,10.98,54.02
38.129,-0.113,1.046,12.707,84,10.98,53.81
38.194,-0.049,1,12.721,84,10.98,53.61
38.258,-0.144,0.966,12.738,84,10.98,53.36
38.323,0.197,0.935,12.761,84,10.98,53.11
38.387,-0.104,0.935,12.784,84,10.98,52.86
38.452,-0.004,0.893,12.812,84,10.98,52.63
38.516,0.242,0.904,12.842,84,10.98,52.4
38.581,0.27,0.875,12.873,84,10.98,52.15
38.645,-0.072,0.901,12.905,84,10.98,51.89
38.71,-0.085,0.922,12.938,79,10.98,51.6
38.774,-0.069,0.886,12.969,79,10.98,51.3
38.839,-0.069,0.953,12.998,79,10.98,51
38.903,-0.075,0.948,13.027,79,10.98,50.74
38.968,-0.024,0.896,13.05,79,10.98,50.55
39.032,-0.062,0.948,13.071,79,10.98,50.38
39.097,0.013,1.007,13.089,79,10.98,50.21
39.161,0.144,0.989,13.103,79,10.98,50.04
39.226,0.002,0.974,13.115,79,10.98,49.88
39.29,0.149,0.906,13.123,79,10.98,49.73
39.355,0.416,0.899,13.128,79,10.98,49.61
39.419,0.051,0.917,13.131,79,10.98,49.49
39.484,-0.04,0.919,13.131,74,10.98,49.37
39.548,-0.032,0.852,13.127,74,10.98,49.23
39.613,-0.027,0.868,13.122,74,10.98,49.1
39.677,-0.037,0.883,13.117,74,10.98,48.97
39.742,0.004,0.93,13.109,74,10.98,48.88
39.806,0.019,0.956,13.1,74,10.98,48.78
39.871,-0.042,0.956,13.093,74,10.96,48.68
39.935,0.163,0.924,13.085,74,10.96,48.61
40,0.056,0.948,13.078,74,10.96,48.52
40.065,0.029,0.958,13.062,74,10.96,48.36
40.129,0.189,1.01,13.061,74,10.96,48.36
40.194,0.429,1.031,13.055,74,10.96,48.29
40.258,0.047,1.01,13.047,74,10.96,48.22
40.323,-0.026,0.963,13.042,72,10.96,48.12
40.387,-0.014,0.948,13.035,72,10.96,48.03
40.452,-0.013,0.873,13.03,72,10.96,47.9
40.516,-0.026,0.891,13.023,72,10.96,47.79
40.581,-0.031,0.87,13.017,72,10.96,47.69
40.645,0.021,0.86,13.011,72,10.96,47.62
40.71,-0.013,0.922,13.002,72,10.96,47.54
40.774,0.05,0.912,12.993,72,10.96,47.46
40.839,0.183,0.914,12.982,72,10.96,47.35
40.903,0.031,0.951,12.971,72,10.96,47.26
40.968,0.17,0.886,12.958,72,10.96,47.21
41.032,0.444,0.984,12.943,72,10.96,47.17
41.097,0.084,1,12.927,72,10.96,47.12
41.161,-0.023,1.018,12.908,70,10.96,47.07
41.226,-0.018,0.961,12.889,70,10.95,47.01
41.29,-0.018,0.922,12.87,70,10.95,46.93
41.355,-0.033,0.919,12.848,70,10.95,46.86
41.419,-0.039,0.891,12.826,70,10.95,46.82
41.484,0.023,0.909,12.805,70,10.95,46.82
41.548,-0.064,0.896,12.783,70,10.95,46.85
41.613,0.258,0.88,12.759,70,10.95,46.93
41.677,-0.059,0.86,12.736,70,10.95,46.9
41.742,0.036,0.912,12.712,70,10.95,46.85
41.806,0.241,0.904,12.687,70,10.95,46.83
41.871,0.352,0.979,12.662,70,10.95,46.87
41.935,-0.018,0.896,12.639,70,10.95,46.86
42,-0.047,0.935,12.615,73,10.95,46.86
42.065,-0.04,1,12.59,73,10.95,46.83
42.129,-0.045,1.015,12.565,73,10.95,46.79
42.194,-0.055,0.961,12.541,73,10.95,46.75
42.258,-0.012,0.956,12.518,73,10.95,46.79
42.323,-0.056,0.893,12.493,73,10.95,46.86
42.387,0.037,0.912,12.47,73,10.95,46.95
42.452,0.077,0.943,12.447,73,10.95,47.04
42.516,-0.018,0.917,12.423,73,10.95,47.11
42.581,0.124,0.904,12.401,73,10.95,47.22
42.645,0.381,0.878,12.377,73,10.95,47.39
42.71,0.009,0.909,12.355,73,10.95,47.58
42.774,-0.089,0.938,12.333,75,10.94,47.74
42.839,-0.086,0.922,12.31,75,10.95,47.9
42.903,-0.085,0.966,12.288,75,10.94,48.06
42.968,-0.05,0.935,12.266,75,10.94,48.2
43.032,-0.102,0.984,12.244,75,10.94,48.41
43.097,0.07,0.976,12.223,75,10.94,48.6
43.161,-0.054,1.013,12.203,75,10.94,48.82
43.226,-0.052,0.979,12.183,75,10.94,49.02
43.29,0.101,0.943,12.166,84,10.94,49.19
43.355,0.314,0.938,12.15,84,10.94,49.33
43.419,-0.074,0.956,12.136,84,10.94,49.5
43.484,-0.14,0.935,12.126,84,10.94,49.67
43.548,-0.14,0.847,12.117,84,10.94,49.79
43.613,-0.123,0.909,12.115,84,10.94,49.89
43.677,-0.107,0.901,12.115,84,10.94,50.03
43.742,-0.205,0.912,12.118,84,10.94,50.21
43.806,0.108,0.906,12.126,84,10.94,50.41
43.871,-0.028,0.906,12.136,84,10.93,50.62
43.935,0.034,0.878,12.15,84,10.93,50.84
44,0.267,0.888,12.162,89,10.93,51.04
44.065,0.016,1.023,12.18,89,10.93,51.23
44.129,-0.168,1.015,12.194,89,10.94,51.42
44.194,-0.161,1.005,12.225,89,10.94,51.72
44.258,-0.13,0.971,12.228,89,10.93,51.74
44.323,-0.101,0.917,12.24,89,10.93,51.82
44.387,-0.199,0.909,12.253,89,10.93,51.96
44.452,0.121,0.914,12.265,89,10.93,51.92
44.516,-0.108,0.917,12.273,89,10.93,51.73
44.581,-0.004,0.87,12.279,89,10.93,51.46
44.645,0.288,0.857,12.284,93,10.93,51.19
44.71,0.062,0.899,12.286,93,10.93,50.92
44.774,-0.129,0.868,12.288,93,10.93,50.69
44.839,-0.124,0.883,12.286,93,10.93,50.46
44.903,-0.11,0.935,12.285,93,10.93,50.17
44.968,-0.058,0.919,12.281,93,10.93,49.91
45.032,-0.102,0.932,12.276,93,10.93,49.66
45.097,-0.006,0.976,12.272,93,10.93,49.49
45.161,0.054,1.007,12.267,93,10.93,49.52
45.226,-0.041,1.002,12.26,93,10.93,49.44
45.29,0.117,0.909,12.253,87,10.93,49.26
45.355,0.368,0.909,12.245,87,10.93,49.05
45.419,-0.008,0.953,12.238,87,10.93,48.9
45.484,-0.077,0.919,12.232,87,10.93,48.75
45.548,-0.065,0.917,12.224,87,10.93,48.6
45.613,-0.06,0.873,12.217,87,10.93,48.39
45.677,-0.055,0.844,12.212,87,10.93,48.19
45.742,-0.004,0.896,12.207,87,10.93,48
45.806,-0.105,0.909,12.204,87,10.93,47.85
45.871,0.204,0.979,12.203,87,10.93,47.75
45.935,-0.039,0.922,12.203,87,10.93,47.65
46,0.038,0.932,12.207,87,10.93,47.53
46.065,0.302,0.992,12.215,87,10.93,47.42
46.129,0.239,1.002,12.227,87,10.93,47.3
46.194,-0.051,1.052,12.246,80,10.93,47.23
46.258,-0.056,0.961,12.268,80,10.93,47.17
46.323,-0.049,0.963,12.297,80,10.93,47.04
46.387,-0.052,0.948,12.333,80,10.93,46.9
46.452,-0.062,0.909,12.372,80,10.93,46.82
46.516,-0.001,0.922,12.416,80,10.93,46.77
46.581,-0.065,0.901,12.463,80,10.93,46.74
46.645,0.191,0.896,12.511,80,10.93,46.72
46.71,-0.055,0.93,12.561,80,10.93,46.67
46.774,-0.004,0.873,12.611,80,10.93,46.57
46.839,0.166,0.919,12.657,80,10.93,46.4
46.903,0.368,0.963,12.704,80,10.93,46.32
46.968,-0.015,0.888,12.744,80,10.93,46.31
47.032,-0.066,0.958,12.781,75,10.93,46.3
47.097,-0.062,0.992,12.814,75,10.93,46.33
47.161,-0.061,1.049,12.842,75,10.93,46.31
47.226,-0.066,0.997,12.866,75,10.93,46.29
47.29,-0.053,0.924,12.887,75,10.93,46.27
47.355,-0.003,0.88,12.903,75,10.93,46.28
47.419,-0.095,0.857,12.914,75,10.93,46.32
47.484,0.199,0.904,12.924,75,10.93,46.38
47.548,-0.03,0.966,12.929,75,10.93,46.39
47.613,0.047,0.888,12.932,75,10.93,46.4
47.677,0.31,0.826,12.93,75,10.93,46.39
47.742,0.224,0.899,12.927,75,10.93,46.38
47.806,-0.052,0.922,12.92,73,10.93,46.38
47.871,-0.056,0.912,12.911,73,10.93,46.39
47.935,-0.051,0.924,12.901,73,10.91,46.37
48,-0.057,0.938,12.89,73,10.93,46.34
48.065,-0.066,0.94,12.876,73,10.93,46.31
48.129,-0.028,1,12.861,73,10.93,46.3
48.194,-0.041,0.997,12.842,73,10.93,46.32
48.258,-0.061,0.961,12.825,73,10.93,46.33
48.323,0.177,0.984,12.805,73,10.93,46.37
48.387,-0.021,0.953,12.783,73,10.93,46.49
48.452,0.099,0.893,12.761,73,10.93,46.61
48.516,0.379,0.922,12.736,73,10.93,46.74
48.581,0.055,0.886,12.714,73,10.91,46.87
48.645,-0.078,0.844,12.687,73,10.93,47.01
48.71,-0.076,0.888,12.66,73,10.91,47.14
48.774,-0.076,0.922,12.633,73,10.91,47.27
48.839,-0.09,0.958,12.606,73,10.91,47.41
48.903,-0.059,0.893,12.576,73,10.93,47.57
48.968,-0.081,0.904,12.548,73,10.91,47.75
49.032,-0.061,0.982,12.519,73,10.91,47.98
49.097,0.092,0.979,12.49,73,10.91,48.17
49.161,-0.053,1.02,12.461,73,10.91,48.36
49.226,0.075,0.971,12.432,73,10.91,48.53
49.29,0.332,0.956,12.403,77,10.91,48.74
49.355,-0.06,0.883,12.374,77,10.91,48.96
49.419,-0.121,0.852,12.346,77,10.91,49.18
49.484,-0.112,0.927,12.317,77,10.91,49.36
49.548,-0.117,0.958,12.287,77,10.91,49.48
49.613,-0.09,0.901,12.262,77,10.91,49.6
49.677,-0.117,0.837,12.209,77,10.91,49.94
49.742,-0.123,0.888,12.208,77,10.9,49.96
49.806,0.082,0.883,12.182,77,10.91,50.16
49.871,-0.087,0.966,12.157,77,10.91,50.35
49.935,0.042,0.909,12.132,77,10.91,50.52
50,0.303,0.963,12.109,84,10.91,50.7
50.065,-0.044,0.997,12.087,84,10.9,50.91
50.129,-0.155,0.971,12.064,84,10.91,51.07
50.194,-0.148,1.007,12.042,84,10.91,51.25
50.258,-0.138,0.945,12.019,84,10.9,51.34
50.323,-0.088,0.953,12,84,10.9,51.45
50.387,-0.189,0.922,11.978,84,10.9,51.59
50.452,0.112,0.974,11.96,84,10.9,51.72
50.516,-0.145,0.953,11.94,84,10.9,51.83
50.581,-0.047,0.93,11.92,84,10.9,51.94
50.645,0.199,0.868,11.903,88,10.9,52.07
50.71,0.164,0.883,11.884,88,10.9,52.12
50.774,-0.139,0.904,11.866,88,10.9,52.2
50.839,-0.146,0.899,11.849,88,10.9,52.28
50.903,-0.132,0.945,11.833,88,10.9,52.27
50.968,-0.073,0.904,11.816,88,10.9,52.16
51.032,-0.144,0.958,11.8,88,10.9,52.03
51.097,0.106,1.01,11.784,88,10.9,51.88
51.161,-0.111,1.046,11.769,88,10.9,51.7
51.226,-0.062,1.007,11.754,88,10.9,51.47
51.29,0.115,0.989,11.74,88,10.9,51.24
51.355,0.312,0.919,11.725,88,10.9,50.99
51.419,-0.074,0.919,11.711,88,10.9,50.74
51.484,-0.119,0.945,11.697,90,10.9,50.51
51.548,-0.105,0.94,11.683,90,10.9,50.26
51.613,-0.104,0.847,11.67,90,10.9,49.96
51.677,-0.04,0.888,11.658,90,10.9,49.66
51.742,-0.12,0.896,11.649,90,10.9,49.46
51.806,0.205,0.906,11.639,90,10.9,49.32
51.871,-0.128,0.94,11.629,90,10.9,49.17
51.935,-0.022,0.917,11.623,90,10.9,49.05
52,0.172,0.935,11.618,90,10.9,48.91
52.065,0.328,0.943,11.615,90,10.9,48.79
52.129,-0.052,1.033,11.615,90,10.9,48.7
52.194,-0.082,1.007,11.618,84,10.9,48.61
52.258,-0.069,0.951,11.624,84,10.9,48.48
52.323,-0.067,0.995,11.636,84,10.9,48.33
52.387,-0.066,0.953,11.651,84,10.9,48.2
52.452,-0.002,0.912,11.672,84,10.9,48.13
52.516,-0.099,0.971,11.698,84,10.9,48.05
52.581,0.213,0.873,11.728,84,10.9,47.92
52.645,-0.046,0.891,11.762,84,10.9,47.8
52.71,0.032,0.899,11.798,84,10.9,47.67
52.774,0.277,0.914,11.838,84,10.9,47.57
52.839,0.271,0.909,11.879,84,10.9,47.5
52.903,-0.048,0.927,11.921,84,10.9,47.43
52.968,-0.058,0.901,11.965,79,10.9,47.34
53.032,-0.049,0.914,12.004,79,10.9,47.22
53.097,-0.056,0.969,12.044,79,10.9,47.1
53.161,-0.059,1.018,12.08,79,10.9,47.02
53.226,0.008,0.935,12.115,79,10.9,47.02
53.29,-0.09,0.935,12.146,79,10.9,46.96
53.355,0.206,0.966,12.175,79,10.9,46.89
53.419,-0.052,0.899,12.198,79,10.9,46.83
53.484,0.029,0.979,12.218,79,10.9,46.79
53.548,0.26,0.961,12.234,79,10.9,46.73
53.613,0.071,0.883,12.249,79,10.9,46.7
53.677,-0.052,0.868,12.262,77,10.9,46.69
53.742,-0.055,0.912,12.269,77,10.9,46.67
53.806,-0.049,0.932,12.274,77,10.9,46.64
53.871,-0.054,0.932,12.276,77,10.9,46.58
53.935,-0.063,0.896,12.276,77,10.9,46.49
54,0.004,0.961,12.275,77,10.9,46.48
54.065,-0.081,1.02,12.274,77,10.9,46.47
54.129,0.225,0.987,12.269,77,10.9,46.47
54.194,-0.093,1.059,12.262,77,10.9,46.48
54.258,0.009,0.974,12.253,77,10.9,46.48
54.323,0.209,0.948,12.243,77,10.9,46.47
54.387,0.328,0.917,12.233,77,10.9,46.5
54.452,-0.038,0.914,12.222,77,10.9,46.56
54.516,-0.067,0.951,12.21,76,10.9,46.6
54.581,-0.06,0.919,12.197,76,10.9,46.59
54.645,-0.064,0.906,12.182,76,10.9,46.55
54.71,-0.075,0.873,12.167,76,10.9,46.53
54.774,-0.034,0.899,12.152,76,10.9,46.54
54.839,-0.057,0.922,12.136,76,10.9,46.57
54.903,-0.041,0.901,12.119,76,10.9,46.56
54.968,0.127,0.943,12.101,76,10.9,46.59
55.032,-0.026,0.971,12.083,76,10.9,46.58
55.097,0.102,0.987,12.062,76,10.9,46.58
55.161,0.372,1.028,12.044,76,10.9,46.62
55.226,0.03,1.038,12.023,76,10.9,46.7
55.29,-0.084,0.919,12.002,75,10.9,46.78
55.355,-0.08,0.953,11.981,75,10.9,46.83
55.419,-0.079,0.909,11.96,75,10.9,46.88
55.484,-0.093,0.917,11.94,75,10.9,46.92
55.548,-0.06,0.963,11.919,75,10.9,47.03
55.613,-0.082,0.852,11.898,75,10.9,47.17
55.677,-0.066,0.86,11.878,75,10.9,47.33
55.742,0.087,0.878,11.858,75,10.9,47.5
55.806,-0.059,0.878,11.84,75,10.9,47.66
55.871,0.065,0.893,11.822,75,10.9,47.81
55.935,0.328,0.893,11.804,77,10.9,47.97
56,-0.007,0.917,11.788,77,10.9,48.16
56.065,-0.121,0.979,11.772,77,10.9,48.34
56.129,-0.118,1,11.757,77,10.9,48.5
56.194,-0.116,1.007,11.742,77,10.89,48.61
56.258,-0.107,0.976,11.727,77,10.89,48.72
56.323,-0.088,0.979,11.715,77,10.89,48.85
56.387,-0.176,0.932,11.703,77,10.89,49
56.452,0.125,0.904,11.693,77,10.89,49.17
56.516,-0.092,0.943,11.681,77,10.89,49.34
56.581,0.006,0.93,11.673,77,10.89,49.5
56.645,0.284,0.922,11.665,82,10.89,49.64
56.71,0.056,0.875,11.656,82,10.89,49.78
56.774,-0.134,0.865,11.65,82,10.89,49.93
56.839,-0.131,0.979,11.643,82,10.89,50.08
56.903,-0.128,0.974,11.636,82,10.89,50.17
56.968,-0.091,0.924,11.629,82,10.89,50.24
57.032,-0.124,0.989,11.623,82,10.89,50.33
57.097,-0.101,0.989,11.615,82,10.89,50.42
57.161,0.065,1.015,11.609,82,10.89,50.48
57.226,-0.083,0.982,11.6,82,10.89,50.54
57.29,0.05,0.987,11.594,82,10.89,50.61
57.355,0.312,0.987,11.585,86,10.89,50.67
57.419,-0.043,0.927,11.576,86,10.89,50.77
57.484,-0.144,0.938,11.569,86,10.89,50.88
57.548,-0.133,0.906,11.559,86,10.89,50.99
57.613,-0.118,0.904,11.551,86,10.89,51.03
57.677,-0.078,0.906,11.542,86,10.89,51.05
57.742,-0.171,0.847,11.532,86,10.89,51.12
57.806,0.13,0.927,11.522,86,10.89,51.21
57.871,-0.107,0.927,11.512,86,10.89,51.24
57.935,-0.015,0.917,11.502,86,10.89,51.29
58,0.24,0.904,11.494,86,10.89,51.33
58.065,0.169,0.945,11.482,86,10.89,51.3
58.129,-0.114,0.963,11.472,89,10.89,51.26
58.194,-0.118,0.982,11.462,89,10.89,51.2
58.258,-0.103,0.932,11.454,89,10.89,51.04
58.323,-0.069,0.919,11.445,89,10.89,50.86
58.387,-0.083,0.94,11.436,89,10.89,50.72
58.452,-0.132,0.922,11.429,89,10.89,50.56
58.516,0.172,0.945,11.424,89,10.89,50.38
58.581,-0.05,0.922,11.419,89,10.89,50.18
58.645,0.078,0.862,11.416,89,10.89,49.99
58.71,0.368,0.842,11.415,89,10.89,49.79
58.774,0.049,0.857,11.415,89,10.89,49.6
58.839,-0.082,0.904,11.419,86,10.89,49.45
58.903,-0.075,0.909,11.424,86,10.89,49.31
58.968,-0.063,0.899,11.43,86,10.89,49.11
59.032,-0.058,0.951,11.437,86,10.89,48.92
59.097,-0.003,0.987,11.449,86,10.89,48.77
59.161,-0.1,1.013,11.461,86,10.89,48.64
59.226,0.213,1.036,11.475,86,10.89,48.5
59.29,-0.032,0.951,11.488,86,10.89,48.39
59.355,0.047,1.015,11.503,86,10.89,48.28
59.419,0.31,0.909,11.518,86,10.89,48.16
59.484,0.262,0.969,11.535,86,10.89,48.05
59.548,-0.04,0.914,11.551,82,10.89,47.94
59.613,-0.046,0.917,11.567,82,10.89,47.83
59.677,-0.037,0.855,11.583,82,10.89,47.66
59.742,-0.042,0.886,11.598,82,10.89,47.51
59.806,-0.025,0.917,11.613,82,10.89,47.39
59.871,0,0.945,11.625,82,10.89,47.28
59.935,-0.093,0.93,11.639,82,10.89,47.2
60,0.231,0.966,11.649,82,10.89,47.14
60.065,-0.012,0.922,11.657,82,10.89,47.05
60.129,0.083,1.046,11.665,82,10.89,46.95
60.194,0.37,1.007,11.67,82,10.89,46.86
60.258,0.17,0.969,11.674,82,10.89,46.83
60.323,-0.047,0.943,11.676,78,10.89,46.83
60.387,-0.047,0.971,11.676,78,10.89,46.82
60.452,-0.042,0.891,11.676,78,10.89,46.73
60.516,-0.054,0.974,11.675,78,10.89,46.66
60.581,-0.025,0.945,11.671,78,10.89,46.64
60.645,-0.024,0.904,11.667,78,10.89,46.61
60.71,0.071,0.896,11.662,78,10.89,46.63
60.774,0.084,0.922,11.657,78,10.89,46.65
60.839,-0.021,0.927,11.655,78,10.89,46.63
60.903,0.083,0.896,11.65,84,10.89,46.6
60.968,0.371,0.919,11.647,84,10.89,46.6
61.032,0.105,0.886,11.641,84,10.89,46.62
61.097,-0.064,0.953,11.64,84,10.89,46.62
61.161,-0.058,0.989,11.638,84,10.89,46.61
61.226,-0.055,0.995,11.637,84,10.89,46.55
61.29,-0.069,0.989,11.637,84,10.89,46.53
61.355,-0.028,0.956,11.635,84,10.89,46.53
61.419,-0.061,0.896,11.634,84,10.89,46.53
61.484,-0.046,0.94,11.634,84,10.89,46.53
61.548,0.14,0.995,11.634,84,10.89,46.57
61.613,-0.025,0.932,11.634,84,10.89,46.58
61.677,0.104,0.886,11.632,84,10.89,46.55
61.742,0.379,0.852,11.629,84,10.89,46.55
61.806,0.036,0.888,11.627,84,10.89,46.59
61.871,-0.073,0.924,11.623,111,10.89,46.62
61.935,-0.067,0.958,11.62,111,10.89,46.62
62,-0.063,0.943,11.615,111,10.89,46.59
62.065,-0.073,0.966,11.61,111,10.89,46.56
62.129,-0.005,1.002,11.604,111,10.89,46.56
62.194,-0.089,1.038,11.596,111,10.89,46.54
62.258,0.21,1.007,11.589,111,10.89,46.54
62.323,-0.103,0.995,11.579,111,10.89,46.58
62.387,0,0.932,11.571,111,10.89,46.56
62.452,0.184,0.893,11.562,111,10.89,46.54
62.516,0.332,0.976,11.552,111,10.89,46.54
62.581,-0.041,0.958,11.539,111,10.89,46.55
62.645,-0.079,0.914,11.529,80,10.89,46.56
62.71,-0.07,0.855,11.518,80,10.89,46.55
62.774,-0.076,0.904,11.507,80,10.89,46.52
62.839,-0.068,0.883,11.494,80,10.89,46.5
62.903,-0.027,0.943,11.483,80,10.89,46.49
62.968,-0.121,0.922,11.471,80,10.89,46.48
63.032,0.161,0.909,11.46,80,10.89,46.47
63.097,-0.052,0.982,11.447,80,10.89,46.49
63.161,0.024,1.023,11.435,80,10.89,46.48
63.226,0.273,0.987,11.422,80,10.89,46.47
63.29,0.203,0.969,11.41,80,10.89,46.47
63.355,-0.077,0.961,11.397,79,10.89,46.47
63.419,-0.083,0.945,11.385,79,10.89,46.46
63.484,-0.075,0.956,11.373,79,10.89,46.44
63.548,-0.084,0.943,11.362,79,10.89,46.47
63.613,-0.048,0.901,11.35,79,10.89,46.48
63.677,-0.065,0.837,11.34,79,10.89,46.49
63.742,-0.103,0.86,11.332,79,10.89,46.43
63.806,0.151,0.945,11.324,79,10.89,46.42
63.871,-0.042,0.899,11.317,79,10.89,46.44
63.935,0.078,0.927,11.312,79,10.89,46.49
64,0.352,0.927,11.309,79,10.89,46.56
64.065,0.046,0.951,11.308,79,10.89,46.62
64.129,-0.089,0.982,11.308,80,10.89,46.7
64.194,-0.085,0.984,11.312,80,10.89,46.78
64.258,-0.085,0.992,11.317,80,10.89,46.82
64.323,-0.076,0.958,11.323,80,10.89,46.91
64.387,-0.062,0.932,11.33,80,10.89,47.06
64.452,-0.149,0.906,11.342,80,10.89,47.22
64.516,0.143,0.971,11.353,80,10.89,47.4
64.581,-0.068,0.951,11.367,80,10.89,47.55
64.645,0.028,0.899,11.379,80,10.89,47.7
64.71,0.295,0.868,11.391,83,10.89,47.87
64.774,0.064,0.909,11.404,83,10.88,48.08
64.839,-0.118,0.93,11.415,83,10.88,48.29
64.903,-0.11,0.904,11.425,83,10.88,48.48
64.968,-0.109,0.94,11.434,83,10.88,48.61
65.032,-0.063,0.963,11.441,83,10.88,48.74
65.097,-0.132,1,11.449,83,10.88,48.91
65.161,0.092,1.005,11.454,83,10.88,49.09
65.226,-0.109,1.005,11.456,83,10.88,49.25
65.29,-0.059,1.01,11.459,83,10.88,49.41
65.355,0.103,0.963,11.46,87,10.88,49.58
65.419,0.291,0.932,11.46,87,10.88,49.75
65.484,-0.077,0.927,11.458,87,10.88,49.92
65.548,-0.131,0.953,11.455,87,10.88,50.12
65.613,-0.12,0.976,11.451,87,10.88,50.31
65.677,-0.081,0.855,11.446,87,10.88,50.45
65.742,-0.129,0.818,11.44,87,10.88,50.57
65.806,-0.089,0.896,11.434,87,10.88,50.7
65.871,0.044,0.948,11.426,87,10.88,50.85
65.935,-0.076,0.901,11.419,87,10.88,50.95
66,0.063,0.961,11.41,87,10.89,51.08
66.065,0.306,0.984,11.4,90,10.89,51.23
66.129,-0.061,0.966,11.393,90,10.89,51.37
66.194,-0.147,0.966,11.383,90,10.89,51.51
66.258,-0.13,0.989,11.37,90,10.89,51.67
66.323,-0.079,0.997,11.36,90,10.89,51.78
66.387,-0.134,0.93,11.35,90,10.88,51.89
66.452,-0.042,0.912,11.34,90,10.88,52
66.516,0.013,0.951,11.33,90,10.88,52.09
66.581,-0.071,0.969,11.322,90,10.89,52.02
66.645,0.087,0.888,11.313,94,10.89,51.94
66.71,0.323,0.829,11.305,94,10.88,51.89
66.774,-0.06,0.85,11.298,94,10.89,51.75
66.839,-0.127,0.914,11.292,94,10.88,51.6
66.903,-0.113,0.883,11.287,94,10.89,51.45
66.968,-0.068,0.924,11.286,94,10.89,51.26
67.032,-0.082,0.94,11.286,94,10.89,51.06
67.097,-0.14,0.976,11.291,94,10.89,50.87
67.161,0.16,0.995,11.301,94,10.89,50.69
67.226,-0.057,0.969,11.316,94,10.89,50.48
67.29,0.071,0.997,11.339,94,10.89,50.29
67.355,0.358,0.924,11.368,94,10.89,50.13
67.419,0.029,0.924,11.406,94,10.89,49.94
67.484,-0.099,0.893,11.452,90,10.89,49.79
67.548,-0.089,0.992,11.506,90,10.89,49.66
67.613,-0.08,0.893,11.564,90,10.89,49.46
67.677,-0.022,0.852,11.629,90,10.89,49.27
