Elapsed time(s),ECG(mV),EMG(mV),foot GSR(mV),hand GSR(mV),HR(bpm),RESP(mV)
33.355,-0.201,0.002,2.404,11.376,71,10.782
33.419,-0.203,-0.004,2.402,11.376,71,10.824
33.484,-0.205,-0.019,2.401,11.373,71,10.842
33.548,-0.679,-0.013,2.401,11.368,71,10.836
33.613,-0.148,0.008,2.399,11.358,71,10.82
33.677,-0.109,0.002,2.399,11.35,71,10.78
33.742,-0.101,-0.005,2.397,11.344,71,10.7
33.806,-0.145,-0.005,2.396,11.335,71,10.61
33.871,-0.159,-0.014,2.396,11.328,71,10.562
33.935,-0.162,-0.004,2.395,11.32,71,10.57
34,-0.159,-0.001,2.394,11.314,71,10.612
34.065,-0.159,-0.004,2.391,11.309,71,10.668
34.129,-0.161,-0.009,2.391,11.305,71,10.712
34.194,-0.339,0,2.39,11.3,71,10.722
34.258,-0.256,-0.007,2.389,11.295,71,10.688
34.323,-0.049,-0.001,2.385,11.28,71,10.634
34.387,-0.043,-0.01,2.384,11.276,71,10.568
34.452,-0.021,-0.007,2.383,11.271,71,10.512
34.516,-0.015,0,2.382,11.267,71,10.476
34.581,0.008,-0.001,2.379,11.262,71,10.476
34.645,0.007,-0.003,2.377,11.26,71,10.484
34.71,-0.375,0,2.377,11.253,71,10.496
34.774,0.033,-0.006,2.375,11.25,71,10.504
34.839,0.046,0,2.373,11.246,71,10.492
34.903,-0.001,0,2.372,11.242,71,10.48
34.968,-0.039,-0.011,2.372,11.24,71,10.476
35.032,0.057,-0.018,2.369,11.237,71,10.492
35.097,0.024,-0.004,2.368,11.235,71,10.532
35.161,-0.035,-0.005,2.367,11.232,71,10.616
35.226,-0.06,-0.01,2.365,11.23,71,10.7
35.29,-0.081,-0.003,2.363,11.227,71,10.734
35.355,-0.052,-0.008,2.362,11.225,71,10.724
35.419,-0.582,-0.003,2.362,11.221,71,10.678
35.484,-0.044,-0.005,2.362,11.22,71,10.584
35.548,-0.025,0.005,2.359,11.216,71,10.494
35.613,-0.061,-0.008,2.358,11.214,181,10.424
35.677,-0.124,-0.003,2.357,11.212,181,10.388
35.742,-0.131,-0.014,2.357,11.212,181,10.414
35.806,-0.141,-0.004,2.354,11.21,181,10.506
35.871,-0.156,-0.01,2.354,11.208,181,10.602
35.935,-0.17,0.003,2.352,11.205,181,10.666
36,-0.185,-0.002,2.352,11.203,181,10.714
36.065,-0.183,0,2.352,11.202,181,10.764
36.129,-0.672,-0.005,2.349,11.198,181,10.812
36.194,-0.138,-0.005,2.349,11.195,181,10.842
36.258,-0.113,-0.004,2.344,11.184,181,10.858
36.323,-0.13,-0.008,2.342,11.182,181,10.866
36.387,-0.092,-0.009,2.342,11.179,181,10.864
36.452,-0.106,-0.002,2.342,11.175,181,10.846
36.516,-0.078,-0.004,2.339,11.173,181,10.836
36.581,-0.121,-0.002,2.337,11.17,181,10.83
36.645,-0.426,-0.01,2.337,11.168,181,10.772
36.71,0.003,-0.002,2.334,11.164,181,10.742
36.774,0,-0.001,2.334,11.16,181,10.746
36.839,-0.073,-0.009,2.334,11.158,181,10.782
36.903,0.004,-0.018,2.332,11.154,181,10.794
36.968,0.024,-0.008,2.332,11.15,181,10.798
37.032,0.044,-0.017,2.329,11.147,181,10.842
37.097,0.006,-0.007,2.328,11.149,181,11.004
37.161,-0.003,-0.001,2.327,11.165,181,11.274
37.226,-0.025,-0.003,2.327,11.18,181,11.612
37.29,-0.037,0.018,2.324,11.2,181,11.96
37.355,-0.262,-0.004,2.323,11.216,181,12.176
37.419,-0.26,-0.008,2.322,11.234,181,12.27
37.484,-0.018,-0.035,2.322,11.247,181,12.364
37.548,-0.031,0,2.322,11.256,181,12.504
37.613,-0.059,-0.013,2.319,11.265,181,12.668
37.677,-0.072,0.012,2.317,11.271,181,12.768
37.742,-0.097,0.001,2.318,11.275,181,12.732
37.806,-0.073,-0.01,2.315,11.274,181,12.522
37.871,-0.111,-0.016,2.314,11.277,181,12.308
37.935,-0.263,-0.02,2.314,11.279,181,12.11
38,-0.28,0.016,2.312,11.279,132,11.95
38.065,-0.239,0.009,2.312,11.28,132,11.832
38.129,-0.493,0.006,2.309,11.277,132,11.744
38.194,-0.071,-0.018,2.307,11.257,132,11.672
38.258,-0.071,-0.018,2.307,11.257,132,11.598
38.323,-0.031,-0.004,2.304,11.251,132,11.486
38.387,-0.095,0.003,2.303,11.247,132,11.314
38.452,-0.096,0.023,2.302,11.247,132,11.11
38.516,-0.088,0.026,2.302,11.252,132,10.908
38.581,-0.077,0.024,2.3,11.256,132,10.726
38.645,-0.073,0.019,2.3,11.253,132,10.558
38.71,-0.08,-0.003,2.297,11.247,132,10.418
38.774,-0.041,-0.001,2.297,11.238,132,10.328
38.839,-0.578,-0.013,2.297,11.231,132,10.296
38.903,0.002,-0.011,2.295,11.225,169,10.266
38.968,0.02,-0.019,2.293,11.221,169,10.192
39.032,-0.035,-0.012,2.292,11.216,169,10.124
39.097,-0.07,-0.011,2.292,11.214,169,10.082
39.161,-0.044,-0.016,2.291,11.212,169,10.008
39.226,-0.031,-0.01,2.29,11.214,169,9.916
39.29,-0.029,-0.006,2.29,11.22,169,9.82
39.355,-0.026,-0.005,2.287,11.225,169,9.688
39.419,-0.022,-0.011,2.287,11.226,169,9.638
39.484,-0.009,-0.005,2.286,11.226,169,9.566
39.548,-0.019,-0.002,2.285,11.23,169,9.5
39.613,0.001,-0.01,2.283,11.229,169,9.462
39.677,-0.464,-0.003,2.283,11.227,169,9.454
39.742,0.076,-0.003,2.283,11.221,169,9.482
39.806,0.101,-0.001,2.282,11.214,169,9.548
39.871,0.045,0,2.281,11.209,169,9.636
39.935,0.032,-0.008,2.28,11.203,169,9.728
40,0.048,-0.01,2.277,11.196,169,9.832
40.065,0.045,-0.014,2.277,11.186,169,9.946
40.129,0.051,-0.005,2.276,11.176,169,10.062
40.194,0.051,0.004,2.275,11.164,169,10.174
40.258,0.052,0.01,2.273,11.154,169,10.278
40.323,0.055,-0.048,2.272,11.144,169,10.35
40.387,-0.342,-0.02,2.272,11.144,169,10.396
40.452,0.059,-0.015,2.272,11.144,169,10.462
40.516,0.136,-0.016,2.272,11.143,169,10.568
40.581,0.13,-0.001,2.27,11.14,169,10.714
40.645,0.033,-0.034,2.268,11.138,169,10.974
40.71,0.063,-0.022,2.267,11.132,169,11.24
40.774,0.07,-0.018,2.267,11.126,169,11.4
40.839,0.07,-0.011,2.265,11.125,169,11.496
40.903,0.077,-0.017,2.263,11.127,169,11.528
40.968,0.074,-0.016,2.262,11.143,169,11.516
41.032,0.074,-0.017,2.262,11.156,169,11.468
41.097,0.033,-0.016,2.262,11.16,169,11.408
41.161,0.06,-0.007,2.261,11.162,169,11.362
41.226,-0.462,-0.009,2.26,11.163,169,11.32
41.29,0.091,0,2.258,11.167,169,11.272
41.355,0.095,-0.005,2.257,11.172,169,11.214
41.419,0.034,0.001,2.257,11.174,169,11.212
41.484,0.004,-0.011,2.256,11.174,169,11.262
41.548,0.009,-0.002,2.255,11.172,169,11.33
41.613,0,-0.005,2.252,11.168,169,11.386
41.677,-0.006,0.001,2.252,11.16,169,11.402
41.742,-0.015,-0.003,2.252,11.155,169,11.366
41.806,-0.014,0.003,2.252,11.151,169,11.292
41.871,-0.032,-0.004,2.251,11.146,169,11.2
41.935,-0.039,0,2.25,11.14,169,11.118
42,-0.449,0.004,2.248,11.138,169,11.04
42.065,0.019,-0.003,2.247,11.137,78,0
42.129,0.024,-0.006,2.247,11.137,78,0
42.194,-0.039,-0.006,2.246,11.133,78,10.878
42.258,-0.019,-0.004,2.245,11.132,78,10.9
42.323,-0.007,-0.001,2.243,11.128,78,10.958
42.387,-0.018,0.006,2.242,11.121,78,11.03
42.452,-0.034,0.001,2.242,11.111,78,11.064
42.516,-0.034,-0.001,2.241,11.09,78,11.096
42.581,-0.038,-0.005,2.24,11.068,78,11.118
42.645,-0.026,-0.006,2.238,11.067,78,11.14
42.71,-0.411,0,2.237,11.061,78,11.156
42.774,0,0,2.235,11.045,80,11.168
42.839,-0.041,0.006,2.232,11.043,80,11.18
42.903,-0.054,-0.003,2.232,11.041,80,11.192
42.968,-0.07,0.007,2.231,11.04,80,11.21
43.032,-0.065,0.011,2.23,11.039,80,11.224
43.097,-0.062,0.008,2.23,11.035,80,11.244
43.161,-0.061,0.009,2.228,11.031,80,11.236
43.226,-0.057,0.008,2.227,11.029,80,11.188
43.29,-0.431,0.001,2.227,11.026,80,11.108
43.355,-0.012,-0.001,2.225,11.023,80,11.008
43.419,0.024,0.001,2.225,11.019,80,10.894
43.484,0.011,-0.001,2.222,11.016,80,10.782
43.548,-0.021,-0.019,2.222,11.013,80,10.706
43.613,0.068,-0.017,2.222,10.992,112,10.68
43.677,0.074,-0.011,2.222,10.972,112,10.68
43.742,0.083,-0.007,2.221,10.97,112,10.684
43.806,0.088,-0.006,2.22,10.972,112,10.688
43.871,0.102,-0.004,2.218,10.981,112,10.66
43.935,-0.284,-0.003,2.217,10.985,112,10.634
44,0.116,-0.005,2.217,10.985,93,10.572
44.065,0.14,-0.004,2.215,10.983,93,10.502
44.129,0.047,-0.012,2.215,10.98,93,10.438
44.194,0.153,-0.012,2.214,10.978,93,10.392
44.258,0.15,-0.006,2.213,10.978,93,10.358
44.323,0.133,-0.006,2.213,10.975,93,10.336
44.387,0.115,-0.008,2.213,10.973,93,10.326
44.452,-0.284,-0.003,2.21,10.968,93,10.316
44.516,-0.284,-0.003,2.21,10.968,101,10.324
44.581,0.022,-0.006,2.208,10.962,101,10.336
44.645,0.076,-0.006,2.208,10.959,101,10.338
44.71,-0.011,-0.011,2.208,10.956,101,10.33
44.774,0.02,-0.017,2.205,10.954,101,10.318
44.839,0.009,-0.008,2.205,10.951,101,10.318
44.903,0,-0.008,2.203,10.949,101,10.334
44.968,-0.007,-0.001,2.203,10.945,101,10.35
45.032,-0.017,0.001,2.203,10.944,101,10.368
45.097,-0.009,0.001,2.203,10.941,101,10.396
45.161,-0.515,0.002,2.203,10.937,101,10.434
45.226,0.026,0.001,2.203,10.927,101,10.468
45.29,0.025,0,2.2,10.907,101,10.5
45.355,-0.012,0.004,2.2,10.914,101,10.522
45.419,-0.05,-0.011,2.2,10.916,101,10.544
45.484,-0.036,-0.014,2.198,10.916,101,10.568
45.548,-0.046,-0.008,2.198,10.916,101,10.598
45.613,-0.053,-0.012,2.198,10.912,101,10.634
45.677,-0.061,-0.014,2.196,10.908,101,10.654
45.742,-0.069,-0.009,2.195,10.906,101,10.67
45.806,-0.442,-0.004,2.195,10.904,101,10.68
45.871,-0.112,-0.004,2.195,10.902,101,10.68
45.935,-0.022,-0.002,2.194,10.898,101,10.672
46,-0.034,0.003,2.193,10.896,101,10.66
46.065,-0.106,-0.005,2.193,10.893,88,10.648
46.129,-0.073,-0.012,2.193,10.891,88,10.638
46.194,-0.066,-0.009,2.19,10.887,88,10.672
46.258,-0.058,-0.006,2.189,10.884,88,10.672
46.323,-0.051,0.002,2.188,10.882,88,10.68
46.387,-0.035,-0.009,2.188,10.877,88,10.684
46.452,-0.435,-0.005,2.188,10.874,88,10.678
46.516,0.004,0,2.186,10.869,88,10.656
46.581,0.025,-0.003,2.185,10.867,88,10.622
46.645,-0.008,-0.004,2.184,10.864,88,10.612
46.71,-0.033,-0.007,2.183,10.857,86,10.616
46.774,0.034,-0.009,2.183,10.838,86,10.626
46.839,0.037,0,2.183,10.83,86,10.616
46.903,0.042,-0.002,2.183,10.827,86,10.598
46.968,0.034,-0.008,2.183,10.826,86,10.578
47.032,0.039,-0.008,2.18,10.825,86,10.554
47.097,-0.369,-0.002,2.18,10.819,86,10.536
47.161,0.06,-0.001,2.179,10.819,91,10.516
47.226,0.089,-0.006,2.178,10.819,91,10.502
47.29,0.053,0.004,2.178,10.819,91,10.484
47.355,-0.005,-0.012,2.175,10.819,91,10.47
47.419,0.048,-0.013,2.175,10.817,91,10.46
47.484,0.045,-0.007,2.175,10.819,91,10.456
47.548,0.036,-0.008,2.173,10.816,91,10.468
47.613,0.035,-0.001,2.173,10.817,91,10.494
47.677,0.026,0,2.173,10.82,91,10.544
47.742,0.046,-0.003,2.173,10.826,91,10.62
47.806,-0.468,-0.007,2.173,10.836,91,10.684
47.871,0.086,0.002,2.171,10.848,87,10.726
47.935,0.094,0.004,2.17,10.864,87,10.722
48,0.042,0.002,2.17,10.886,87,10.688
48.065,0.006,-0.016,2.169,10.909,87,10.646
48.129,0.021,-0.012,2.168,10.966,87,10.602
48.194,0.011,-0.001,2.168,10.995,87,10.55
48.258,0.002,-0.004,2.168,11.025,87,10.502
48.323,-0.007,-0.002,2.168,11.051,87,10.468
48.387,0.002,-0.004,2.168,11.078,87,10.496
48.452,-0.467,-0.005,2.166,11.103,87,10.606
48.516,0.052,-0.001,2.168,11.128,83,10.716
48.581,0.062,0.003,2.168,11.152,83,10.728
48.645,0.018,0.002,2.168,11.17,83,10.632
48.71,-0.014,-0.018,2.169,11.189,83,10.47
48.774,0.013,-0.013,2.17,11.205,83,10.296
48.839,0.008,-0.004,2.171,11.22,83,10.172
48.903,0.003,-0.011,2.173,11.231,83,10.096
48.968,0,-0.008,2.173,11.241,83,10.058
49.032,0,-0.003,2.173,11.25,83,10.052
49.097,-0.01,-0.005,2.175,11.256,83,10.072
49.161,0.012,-0.003,2.178,11.262,83,10.096
49.226,-0.458,-0.008,2.179,11.267,83,10.13
49.29,0.053,-0.007,2.18,11.27,78,10.142
49.355,0.056,-0.006,2.18,11.272,78,10.148
49.419,0.01,0.001,2.183,11.274,78,10.152
49.484,-0.006,-0.011,2.183,11.276,78,10.156
49.548,0.02,-0.005,2.183,11.276,78,10.162
49.613,0.024,-0.001,2.184,11.274,78,10.172
49.677,0.021,-0.001,2.185,11.271,78,10.19
49.742,0.017,-0.002,2.185,11.266,78,10.204
49.806,0.019,0,2.185,11.261,78,10.222
49.871,0.022,-0.003,2.185,11.255,78,10.236
49.935,0.023,-0.003,2.185,11.248,78,10.238
50,-0.289,0,2.185,11.241,78,10.23
50.065,-0.011,-0.006,2.185,11.232,74,10.224
50.129,0.102,-0.009,2.185,11.225,74,10.216
50.194,0.094,0,2.185,11.218,74,10.206
50.258,0.019,-0.006,2.186,11.209,74,10.204
50.323,0.089,-0.015,2.185,11.201,74,10.206
50.387,0.1,-0.008,2.185,11.194,74,10.214
50.452,0.097,-0.005,2.185,11.185,74,10.214
50.516,0.101,-0.001,2.185,11.176,74,10.222
50.581,0.109,-0.001,2.184,11.168,74,10.224
50.645,0.104,-0.009,2.183,11.158,74,10.228
50.71,0.135,-0.001,2.183,11.14,74,10.23
50.774,0.148,0,2.183,11.133,81,10.238
50.839,0.135,-0.001,2.183,11.124,81,10.236
50.903,0.04,0,2.18,11.117,81,10.236
50.968,0.097,-0.017,2.18,11.111,81,10.236
51.032,0.126,-0.008,2.179,11.104,81,10.23
51.097,0.116,-0.004,2.179,11.098,81,10.23
51.161,0.112,0,2.178,11.089,81,10.226
51.226,0.107,-0.003,2.178,11.083,81,10.23
51.29,0.089,-0.006,2.175,11.077,81,10.234
51.355,0.102,-0.004,2.175,11.072,81,10.25
51.419,-0.362,-0.003,2.174,11.066,81,10.272
51.484,0.129,-0.002,2.173,11.058,83,10.3
51.548,0.131,-0.012,2.173,11.052,83,10.326
51.613,0.081,0,2.173,11.046,83,10.478
51.677,0.05,-0.016,2.17,11.039,83,10.55
51.742,0.072,-0.009,2.17,11.034,83,10.622
51.806,0.066,-0.003,2.17,11.03,83,10.672
51.871,0.06,-0.001,2.168,11.024,83,10.724
51.935,0.058,-0.003,2.168,11.017,83,10.78
52,0.054,-0.007,2.168,11.014,83,10.82
52.065,0.042,-0.003,2.166,11.006,83,10.864
52.129,0.055,0.001,2.165,11,83,10.902
52.194,-0.46,-0.006,2.165,10.995,83,10.93
52.258,0.11,-0.002,2.163,10.989,77,10.96
52.323,0.096,0.003,2.163,10.988,77,10.968
52.387,0.06,0.005,2.163,10.995,77,10.948
52.452,-0.007,-0.011,2.163,11,77,10.912
52.516,0.039,-0.012,2.163,11.006,77,10.868
52.581,0.018,-0.007,2.163,11.026,77,10.826
52.645,0,-0.011,2.163,11.034,77,10.776
52.71,0.007,-0.004,2.161,11.033,77,10.728
52.774,-0.002,-0.022,2.161,11.031,77,10.698
52.839,-0.021,-0.01,2.16,11.025,77,10.66
52.903,-0.16,-0.012,2.16,11.024,77,10.626
52.968,-0.236,-0.011,2.159,11.019,77,10.59
53.032,0.059,-0.009,2.158,11.015,77,10.554
53.097,0.09,-0.011,2.158,11.016,77,10.522
53.161,0.16,-0.003,2.158,11.015,77,10.512
53.226,0.039,-0.023,2.158,11.014,77,10.51
53.29,0.079,-0.016,2.156,11.014,77,10.518
53.355,0.187,0.002,2.156,11.013,77,10.524
53.419,0.116,0.002,2.158,11.019,77,10.536
53.484,0.047,0.009,2.158,11.018,77,10.548
53.548,0.047,0.008,2.155,11.014,77,10.55
53.613,-0.32,0.006,2.155,11.011,77,10.55
53.677,0.076,-0.002,2.153,11.008,140,10.538
53.742,0.081,0.008,2.153,11.002,140,10.526
53.806,0.105,0.007,2.153,10.998,140,10.524
53.871,0.057,0.002,2.153,11,140,10.534
53.935,0.082,-0.013,2.15,11.005,140,10.558
54,0.059,-0.006,2.15,11.016,140,10.584
54.065,0.099,-0.011,2.149,11.033,140,10.584
54.129,0.115,-0.018,2.148,11.051,140,10.576
54.194,0.168,-0.011,2.15,11.067,140,10.558
54.258,-0.075,0.008,2.15,11.085,140,10.548
54.323,0.141,-0.005,2.149,11.109,140,10.55
54.387,0.244,0,2.148,11.145,140,10.566
54.452,0.225,0,2.148,11.184,140,10.594
54.516,0.15,-0.008,2.148,11.224,140,10.612
54.581,0.179,-0.018,2.148,11.288,140,10.62
54.645,0.165,-0.009,2.148,11.362,140,10.616
54.71,0.156,-0.013,2.148,11.421,140,10.622
54.774,0.142,-0.003,2.148,11.485,140,10.634
54.839,0.135,-0.005,2.148,11.557,140,10.654
54.903,-0.223,-0.001,2.148,11.619,140,10.65
54.968,0.153,-0.002,2.148,11.664,95,10.642
55.032,0.155,0.001,2.149,11.701,95,10.632
55.097,0.125,0.006,2.15,11.736,95,10.614
55.161,0.08,-0.01,2.153,11.762,95,10.614
55.226,0.113,-0.015,2.154,11.784,95,10.724
55.29,0.107,-0.006,2.155,11.802,95,10.706
55.355,0.099,0.003,2.158,11.817,95,10.656
55.419,0.083,-0.009,2.158,11.831,95,10.58
55.484,0.099,-0.006,2.161,11.846,95,10.492
55.548,-0.285,-0.002,2.163,11.861,95,10.414
55.613,0.114,-0.003,2.164,11.876,95,10.394
55.677,0.111,0.001,2.166,11.893,95,10.416
55.742,0.073,0.001,2.169,11.91,95,10.466
55.806,0.095,-0.021,2.171,11.961,95,10.518
55.871,0.074,-0.005,2.176,11.976,95,10.568
55.935,0.058,-0.006,2.178,11.991,95,10.57
56,0.053,0.005,2.18,12.005,95,10.546
56.065,-0.252,-0.013,2.183,12.02,95,10.546
56.129,0.105,-0.003,2.184,12.031,95,10.582
56.194,0.094,0,2.186,12.041,95,10.622
56.258,0.026,0.002,2.188,12.053,95,10.694
56.323,0.085,-0.014,2.19,12.069,95,10.688
56.387,0.076,-0.004,2.194,12.074,95,10.668
56.452,0.073,-0.001,2.196,12.078,95,10.642
56.516,0.07,-0.004,2.198,12.08,95,10.59
56.581,-0.204,0.009,2.2,12.082,95,10.512
56.645,0.012,-0.004,2.203,12.083,95,10.444
56.71,0.115,-0.004,2.203,12.082,95,10.396
56.774,0.108,0.001,2.205,12.082,95,10.356
56.839,0.044,-0.009,2.208,12.08,95,10.314
56.903,0.088,-0.019,2.209,12.076,95,10.262
56.968,0.089,-0.015,2.211,12.069,95,10.244
57.032,0.081,-0.004,2.213,12.061,95,10.196
57.097,0.078,-0.004,2.213,12.053,95,10.124
57.161,0.066,-0.002,2.215,12.045,95,10.058
57.226,0.097,-0.002,2.216,12.036,95,9.996
57.29,-0.37,-0.003,2.217,12.026,95,9.926
57.355,0.114,-0.009,2.218,12.018,89,9.872
57.419,0.114,-0.002,2.22,12.007,89,9.854
57.484,0.054,-0.005,2.221,11.997,89,9.874
57.548,0.056,-0.017,2.222,11.984,89,9.916
57.613,0.059,-0.01,2.222,11.973,89,9.96
57.677,0.057,-0.006,2.223,11.961,89,10.02
57.742,0.048,-0.004,2.222,11.947,89,10.098
57.806,0.04,-0.005,2.225,11.934,89,10.182
57.871,0.027,-0.006,2.225,11.921,89,10.25
57.935,-0.182,0,2.227,11.907,89,10.304
58,-0.127,-0.017,2.227,11.894,89,10.34
58.065,0.079,-0.001,2.227,11.88,89,10.346
58.129,0.071,0.005,2.227,11.866,89,10.326
58.194,0.003,-0.005,2.23,11.854,89,10.294
58.258,0.036,-0.017,2.23,11.84,114,10.304
58.323,0.037,-0.014,2.23,11.827,114,10.33
58.387,0.035,-0.012,2.23,11.815,114,10.36
58.452,0.028,-0.008,2.232,11.807,114,10.348
58.516,0.025,-0.003,2.232,11.796,114,10.328
58.581,0.012,-0.004,2.232,11.782,114,10.282
58.645,0.02,0.001,2.232,11.769,114,10.228
58.71,-0.36,-0.001,2.232,11.754,114,10.178
58.774,0.058,-0.007,2.232,11.742,114,10.142
58.839,0.069,0,2.232,11.731,114,10.126
58.903,0.049,0,2.232,11.718,114,10.104
58.968,0.004,-0.011,2.232,11.706,80,10.082
59.032,0.032,-0.01,2.232,11.696,80,10.052
59.097,0.031,-0.001,2.232,11.683,80,10.03
59.161,0.028,-0.006,2.232,11.671,80,10.016
59.226,0.027,-0.007,2.231,11.658,80,10.012
59.29,0.025,-0.006,2.23,11.649,80,10.002
59.355,0.011,-0.005,2.23,11.638,80,9.994
59.419,-0.062,0.004,2.228,11.629,80,9.99
59.484,-0.246,-0.006,2.227,11.62,80,9.976
59.548,0.061,0.001,2.227,11.611,80,9.95
59.613,0.054,0.004,2.227,11.599,80,9.916
59.677,-0.021,-0.005,2.227,11.593,80,9.896
59.742,0.044,-0.017,2.225,11.583,80,9.882
59.806,0.05,-0.011,2.225,11.573,80,9.864
59.871,0.043,-0.007,2.222,11.564,80,9.858
59.935,0.041,-0.004,2.222,11.556,80,9.87
60,0.044,-0.006,2.222,11.548,80,9.872
60.065,0.049,-0.004,2.222,11.539,80,9.868
60.129,-0.3,-0.002,2.22,11.533,80,9.868
60.194,0.073,-0.009,2.22,11.526,80,9.872
60.258,0.106,0.004,2.217,11.518,80,9.808
60.323,0.084,0.001,2.217,11.512,80,9.776
60.387,0.032,-0.012,2.216,11.507,80,9.74
60.452,0.092,-0.014,2.215,11.503,87,9.706
60.516,0.096,-0.005,2.213,11.496,87,9.684
60.581,0.087,-0.004,2.214,11.491,87,9.67
60.645,0.086,0,2.213,11.486,87,9.674
60.71,0.087,-0.002,2.213,11.481,87,9.686
60.774,0.078,-0.007,2.21,11.476,87,9.716
60.839,-0.127,-0.002,2.21,11.473,87,9.754
60.903,-0.093,-0.016,2.21,11.467,82,9.808
60.968,0.128,0.002,2.208,11.464,82,9.864
61.032,0.127,0,2.208,11.46,82,9.928
61.097,0.054,-0.003,2.206,11.456,82,9.996
61.161,0.079,-0.015,2.205,11.454,82,10.036
61.226,0.073,-0.006,2.203,11.45,82,10.082
61.29,0.067,0.001,2.203,11.45,82,10.292
61.355,0.058,-0.008,2.203,11.451,82,10.4
61.419,0.052,-0.008,2.203,11.457,82,10.49
61.484,0.036,-0.009,2.203,11.465,82,10.57
61.548,0.062,-0.008,2.2,11.476,82,10.62
61.613,-0.368,-0.002,2.2,11.488,82,10.61
61.677,0.087,0.001,2.2,11.505,82,10.556
61.742,0.089,0.004,2.198,11.521,82,10.518
61.806,0.039,0.004,2.198,11.538,82,10.522
61.871,0.035,-0.017,2.198,11.556,94,10.534
61.935,0.05,-0.011,2.198,11.572,94,10.558
62,0.044,0,2.198,11.588,94,10.534
62.065,0.043,0.001,2.198,11.601,94,10.49
62.129,0.043,0.001,2.198,11.614,94,10.456
62.194,0.031,-0.009,2.198,11.625,94,10.458
62.258,0.038,-0.005,2.198,11.634,94,10.47
62.323,-0.351,0.001,2.2,11.643,94,10.458
62.387,0.072,-0.007,2.203,11.65,94,10.45
62.452,0.074,0.004,2.203,11.657,94,10.458
62.516,0.037,0.002,2.205,11.661,94,10.446
62.581,0.008,-0.016,2.206,11.665,94,10.458
62.645,0.031,-0.012,2.208,11.667,94,10.446
62.71,0.021,-0.011,2.21,11.667,94,10.476
62.774,0.015,-0.013,2.213,11.669,94,10.466
62.839,0.016,-0.009,2.214,11.669,94,10.454
62.903,0.006,-0.005,2.217,11.671,94,10.45
62.968,0.04,0.004,2.218,11.672,94,10.458
63.032,-0.337,0.001,2.222,11.677,94,10.47
63.097,0.065,0,2.223,11.681,94,10.488
63.161,-0.002,-0.001,2.226,11.684,94,10.496
63.226,0.028,-0.017,2.227,11.686,86,10.502
63.29,0.041,-0.011,2.228,11.689,86,10.5
63.355,0.032,-0.001,2.23,11.691,86,10.504
63.419,0.031,0.001,2.231,11.694,86,10.504
63.484,0.035,-0.002,2.233,11.696,86,10.506
63.548,0.025,-0.005,2.232,11.696,86,10.5
63.613,-0.034,0,2.233,11.696,86,10.5
63.677,-0.27,-0.014,2.235,11.696,86,10.506
63.742,0.076,-0.001,2.237,11.694,86,10.532
63.806,0.07,0.002,2.237,11.692,86,10.522
63.871,0.005,-0.001,2.237,11.691,86,10.504
63.935,0.026,-0.019,2.24,11.69,85,10.506
64,0.031,-0.017,2.24,11.689,85,10.512
64.065,0.023,0.001,2.24,11.686,85,10.506
64.129,0.013,-0.004,2.241,11.686,85,10.496
64.194,0.011,-0.006,2.242,11.691,85,10.512
64.258,0.008,-0.008,2.242,11.698,85,10.522
64.323,-0.355,0.002,2.242,11.71,85,10.54
64.387,0.032,-0.013,2.242,11.725,85,10.644
64.452,0.059,0,2.242,11.745,85,10.682
64.516,0.044,0.004,2.242,11.767,85,10.644
64.581,-0.013,-0.007,2.242,11.792,85,10.682
64.645,0.02,-0.016,2.242,11.817,87,10.654
64.71,0.015,-0.01,2.241,11.839,87,10.628
64.774,0.011,-0.005,2.241,11.864,87,10.636
64.839,0.009,-0.002,2.242,11.884,87,10.648
64.903,0.005,-0.001,2.242,11.903,87,10.668
64.968,0.003,-0.005,2.243,11.921,87,10.672
65.032,-0.349,0.002,2.246,11.937,87,10.694
65.097,0.02,-0.006,2.247,11.949,87,10.722
65.161,0.056,-0.005,2.25,11.959,87,10.748
65.226,0.046,0.002,2.252,11.968,87,10.768
65.29,-0.013,-0.006,2.256,11.976,87,10.768
65.355,0.022,-0.018,2.261,11.982,84,10.764
65.419,0.019,-0.015,2.265,11.985,84,10.748
65.484,0.013,-0.007,2.268,11.987,84,10.726
65.548,0.011,-0.012,2.272,11.985,84,10.732
65.613,0.012,0.002,2.276,11.983,84,10.834
65.677,0.01,-0.004,2.278,11.981,84,10.926
65.742,-0.351,0,2.283,11.976,84,11.014
65.806,0.041,-0.008,2.286,11.972,84,11.056
65.871,0.058,-0.005,2.29,11.966,84,11.068
65.935,0.036,0.001,2.296,11.953,84,11.08
66,0.027,-0.011,2.297,11.944,85,11.062
66.065,0.025,0.001,2.301,11.937,85,11.032
66.129,0.019,-0.001,2.302,11.927,85,11.034
66.194,0.018,-0.003,2.303,11.917,85,11.048
66.258,0.018,-0.001,2.305,11.907,85,11.044
66.323,0.008,-0.007,2.307,11.897,85,11.02
66.387,0.037,-0.007,2.309,11.885,85,10.99
66.452,-0.363,-0.008,2.309,11.875,85,10.97
66.516,0.069,-0.002,2.309,11.865,85,10.946
66.581,0.071,0.002,2.309,11.854,85,10.93
66.645,0.02,0.004,2.309,11.842,85,10.91
66.71,0.026,-0.015,2.31,11.835,80,10.886
66.774,0.042,-0.011,2.309,11.825,80,10.856
